doc_id,card_id_hktmo,posting_date,billing_amount,txn_typ,mcc,trans_details,merchant_id
TXN_00032,CARD_0098,2025-04-09,3075100,ATM,4722,PAYMENT FOR KLOOK,MERC_8268
TXN_00033,CARD_1564,2025-06-02,2493443,POS,4722,PAYMENT FOR TRAVELOKA,MERC_7800
TXN_00034,CARD_1896,2025-01-28,793570,ECOM,4121,PAYMENT FOR GRAB FOOD,MERC_7099
TXN_00035,CARD_1213,2025-12-26,3390394,ATM,5732,PAYMENT FOR CELLPHONES STORE,MERC_8407
TXN_00036,CARD_0379,2025-04-15,3276622,POS,4722,PAYMENT FOR TRIP.COM,MERC_2442
TXN_00037,CARD_1339,2025-11-07,3011942,POS,4722,PAYMENT FOR KLOOK,MERC_7824
TXN_00038,CARD_1925,2025-03-19,4402130,ECOM,5814,PAYMENT FOR STARBUCKS,MERC_4067
TXN_00039,CARD_1036,2025-03-20,383361,ECOM,4121,PAYMENT FOR GRAB FOOD,MERC_7913
TXN_00040,CARD_1349,2025-05-03,1287303,POS,4121,PAYMENT FOR BE GROUP,60392750
TXN_00041,CARD_1948,2025-02-10,4024946,ATM,5812,PAYMENT FOR GOGI,MERC_5334
TXN_00042,CARD_1450,2025-10-04,2049291,ECOM,5812,PAYMENT FOR MANWAH,MERC_9411
TXN_00043,CARD_1084,2025-06-06,1050145,POS,5812,PAYMENT FOR MANWAH,MERC_5740
TXN_00044,CARD_0079,2025-08-31,4553006,ATM,4121,PAYMENT FOR XANH SM TAXI,MERC_9532
TXN_00045,CARD_0396,2025-12-10,2551770,ECOM,5814,PAYMENT FOR STARBUCKS,MERC_9673
TXN_00046,CARD_1089,2025-08-03,4314601,ATM,5311,PAYMENT FOR TIKTOKSHOP,MERC_6933
TXN_00047,CARD_1571,2025-04-12,1875555,ECOM,4121,PAYMENT FOR BE GROUP,33881000554434
TXN_00048,CARD_0830,2025-02-15,2025316,ECOM,4121,PAYMENT FOR BE GROUP,33810000997920
TXN_00049,CARD_0492,2025-12-15,2709786,ECOM,5812,PAYMENT FOR HAIDILAO,MERC_9539
TXN_00050,CARD_1211,2025-08-06,2843614,POS,5311,PAYMENT FOR SHOPEE PAY,MERC_7673
TXN_00051,CARD_1148,2025-11-04,3884494,POS,4511,PAYMENT FOR VIETNAM AIRLINES,MERC_8696
TXN_00052,CARD_0955,2025-05-26,669136,ECOM,4722,PAYMENT FOR KLOOK,MERC_9873
TXN_00053,CARD_0727,2025-12-02,1493826,ECOM,4722,PAYMENT FOR TRAVELOKA,MERC_3969
TXN_00054,CARD_1606,2025-10-16,3702348,ATM,5812,PAYMENT FOR GOGI,MERC_5384
TXN_00055,CARD_0254,2025-08-24,1559282,POS,5814,PAYMENT FOR HIGHLANDS COFFEE,MERC_5827
TXN_00056,CARD_1579,2025-04-25,648589,ECOM,4511,PAYMENT FOR VIETNAM AIRLINES,MERC_7965
TXN_00057,CARD_1484,2025-11-28,4499485,ECOM,4121,PAYMENT FOR XANH SM TAXI,MERC_4971
TXN_00058,CARD_1213,2025-10-28,624703,ECOM,5812,PAYMENT FOR GOGI,MERC_7140
TXN_00059,CARD_0097,2025-04-23,900528,ECOM,5812,PAYMENT FOR GOGI,MERC_4204
TXN_00060,CARD_1401,2025-12-04,2764716,POS,4121,PAYMENT FOR BE GROUP,60392750
TXN_00061,CARD_1908,2025-11-30,1372654,ECOM,5311,PAYMENT FOR TIKTOKSHOP,MERC_7470
TXN_00062,CARD_0044,2025-12-09,1465333,POS,4511,PAYMENT FOR VIETNAM AIRLINES,MERC_5693
TXN_00063,CARD_1866,2025-03-21,4273040,ATM,5812,PAYMENT FOR MANWAH,MERC_5807
TXN_00064,CARD_1343,2025-07-11,2344520,ATM,5732,PAYMENT FOR CELLPHONES STORE,MERC_3660
TXN_00065,CARD_1028,2025-04-06,4828186,ECOM,5311,PAYMENT FOR SHOPEE PAY,MERC_4208
TXN_00066,CARD_1599,2025-08-26,665954,ECOM,4121,PAYMENT FOR BE GROUP,60392750
TXN_00067,CARD_1116,2025-06-18,2897672,ECOM,7832,PAYMENT FOR CGV CINEMA,MERC_3685
TXN_00068,CARD_1204,2025-09-24,1014163,ECOM,5814,PAYMENT FOR STARBUCKS,MERC_9130
TXN_00069,CARD_1431,2025-08-03,830796,ECOM,4722,PAYMENT FOR TRAVELOKA,MERC_8582
TXN_00070,CARD_0636,2025-12-12,181609,ATM,4121,PAYMENT FOR XANH SM TAXI,MERC_6349
TXN_00071,CARD_1760,2025-11-05,1230157,ECOM,5732,PAYMENT FOR CELLPHONES STORE,MERC_3687
TXN_00072,CARD_0324,2025-07-29,2360729,POS,5812,PAYMENT FOR HAIDILAO,MERC_5630
TXN_00073,CARD_1921,2025-08-06,2699249,POS,5814,PAYMENT FOR STARBUCKS,MERC_4348
TXN_00074,CARD_0150,2025-10-27,409453,ATM,4121,PAYMENT FOR BE GROUP,60392750
TXN_00075,CARD_0536,2025-07-21,3491195,POS,4722,PAYMENT FOR AGODA HOTEL,MERC_3603
TXN_00076,CARD_0611,2025-12-22,4420086,POS,4722,PAYMENT FOR TRAVELOKA,MERC_8641
TXN_00077,CARD_1076,2025-08-09,3696628,POS,4722,PAYMENT FOR TRAVELOKA,MERC_2537
TXN_00078,CARD_1401,2025-04-23,937727,ECOM,7832,PAYMENT FOR CGV CINEMA,MERC_8254
TXN_00079,CARD_0540,2025-04-07,4270598,ATM,5812,PAYMENT FOR HAIDILAO,MERC_3678
TXN_00080,CARD_0465,2025-02-10,1167470,ATM,4121,PAYMENT FOR GRAB FOOD,MERC_8932
TXN_00081,CARD_0681,2025-09-23,2129678,POS,4722,PAYMENT FOR TRAVELOKA,MERC_8197
TXN_00082,CARD_0175,2025-03-10,774031,ATM,5812,PAYMENT FOR HAIDILAO,MERC_7621
TXN_00083,CARD_2000,2025-09-03,2478686,ATM,7832,PAYMENT FOR CGV CINEMA,MERC_1408
TXN_00084,CARD_1402,2025-07-17,3041712,ATM,4511,PAYMENT FOR VIETNAM AIRLINES,MERC_6404
TXN_00085,CARD_1084,2025-05-01,4636710,POS,4121,PAYMENT FOR BE GROUP,60392750
TXN_00086,CARD_1904,2025-09-01,476870,POS,4722,PAYMENT FOR AGODA HOTEL,MERC_6238
TXN_00087,CARD_0784,2025-07-14,2515385,ATM,5814,PAYMENT FOR STARBUCKS,MERC_8310
TXN_00088,CARD_0933,2025-12-01,4507934,POS,5812,PAYMENT FOR HAIDILAO,MERC_7894
TXN_00089,CARD_0966,2025-11-14,3138915,ECOM,5812,PAYMENT FOR MANWAH,MERC_8490
TXN_00090,CARD_1397,2025-11-13,4465506,ECOM,4722,PAYMENT FOR TRAVELOKA,MERC_1170
TXN_00091,CARD_0276,2025-02-12,3659263,ATM,5732,PAYMENT FOR CELLPHONES STORE,MERC_1978
TXN_00092,CARD_1687,2025-12-11,3284794,POS,5814,PAYMENT FOR HIGHLANDS COFFEE,MERC_6488
TXN_00093,CARD_1294,2025-06-09,1933932,ATM,5812,PAYMENT FOR HAIDILAO,MERC_1168
TXN_00094,CARD_1617,2025-02-07,2406046,ATM,4121,PAYMENT FOR GRAB FOOD,MERC_2697
TXN_00095,CARD_0662,2025-10-04,2204655,POS,4722,PAYMENT FOR AGODA HOTEL,MERC_5734
TXN_00096,CARD_0096,2025-09-12,2376798,POS,5311,PAYMENT FOR TIKTOKSHOP,MERC_1910
TXN_00097,CARD_1549,2025-03-20,3261567,ECOM,5311,PAYMENT FOR TIKTOKSHOP,MERC_1050
TXN_00098,CARD_1161,2025-11-26,1851180,ATM,5814,PAYMENT FOR STARBUCKS,MERC_8747
TXN_00099,CARD_0201,2025-01-06,2292404,ATM,5732,PAYMENT FOR CELLPHONES STORE,MERC_3117
TXN_00100,CARD_0360,2025-11-28,642518,ATM,5311,PAYMENT FOR SHOPEE PAY,MERC_1919
TXN_00101,CARD_1719,2025-10-19,1940732,POS,4722,PAYMENT FOR TRIP.COM,MERC_4635
TXN_00102,CARD_1809,2025-05-15,2660715,ECOM,4722,PAYMENT FOR TRAVELOKA,MERC_3770
TXN_00103,CARD_0773,2025-02-06,2739016,POS,4722,PAYMENT FOR TRIP.COM,MERC_2599
TXN_00104,CARD_0265,2025-07-31,214898,POS,4511,PAYMENT FOR VIETNAM AIRLINES,MERC_2509
TXN_00105,CARD_1756,2025-10-25,617937,ECOM,7832,PAYMENT FOR CGV CINEMA,MERC_6477
TXN_00106,CARD_0629,2025-05-24,2613505,ATM,5311,PAYMENT FOR TIKTOKSHOP,MERC_9363
TXN_00107,CARD_0776,2025-04-20,1374166,ECOM,4511,PAYMENT FOR VIETNAM AIRLINES,MERC_5633
TXN_00108,CARD_0145,2025-04-14,150651,ATM,5311,PAYMENT FOR SHOPEE PAY,MERC_6903
TXN_00109,CARD_0069,2025-10-13,3606914,ATM,5732,PAYMENT FOR CELLPHONES STORE,MERC_6906
TXN_00110,CARD_0777,2025-12-23,4854977,POS,5814,PAYMENT FOR STARBUCKS,MERC_5727
TXN_00111,CARD_0881,2025-11-21,3163227,POS,5732,PAYMENT FOR CELLPHONES STORE,MERC_1269
TXN_00112,CARD_0293,2025-08-09,1934229,POS,7832,PAYMENT FOR CGV CINEMA,MERC_7047
TXN_00113,CARD_1521,2025-05-25,3244990,ECOM,7832,PAYMENT FOR CGV CINEMA,MERC_2992
TXN_00114,CARD_1824,2025-04-19,1797354,ECOM,4722,PAYMENT FOR TRAVELOKA,MERC_5942
TXN_00115,CARD_0416,2025-07-10,2702739,POS,5812,PAYMENT FOR HAIDILAO,MERC_7917
TXN_00116,CARD_0120,2025-10-28,2560890,ECOM,5311,PAYMENT FOR SHOPEE PAY,MERC_5354
TXN_00117,CARD_1989,2025-01-10,1685327,POS,4511,PAYMENT FOR VIETNAM AIRLINES,MERC_7572
TXN_00118,CARD_1558,2025-07-15,4653314,ECOM,5812,PAYMENT FOR HAIDILAO,MERC_9124
TXN_00119,CARD_0158,2025-04-08,2144512,ECOM,5814,PAYMENT FOR HIGHLANDS COFFEE,MERC_2649
TXN_00120,CARD_1445,2025-12-08,4898968,ATM,5812,PAYMENT FOR GOGI,MERC_2222
TXN_00121,CARD_0958,2025-05-16,120572,ECOM,4722,PAYMENT FOR TRAVELOKA,MERC_1507
TXN_00122,CARD_0976,2025-11-28,3698229,ATM,4121,PAYMENT FOR GRAB FOOD,MERC_6083
TXN_00123,CARD_1384,2025-03-05,4653073,ECOM,5812,PAYMENT FOR HAIDILAO,MERC_6724
TXN_00124,CARD_0602,2025-06-03,1523374,ATM,5311,PAYMENT FOR SHOPEE PAY,MERC_3830
TXN_00125,CARD_0136,2025-01-30,126071,ECOM,4722,PAYMENT FOR AGODA HOTEL,MERC_8348
TXN_00126,CARD_1825,2025-01-08,4255606,ATM,7832,PAYMENT FOR CGV CINEMA,MERC_8912
TXN_00127,CARD_0057,2025-01-08,1265774,ECOM,5311,PAYMENT FOR TIKTOKSHOP,MERC_1024
TXN_00128,CARD_1707,2025-01-16,4103596,POS,4722,PAYMENT FOR KLOOK,MERC_7206
TXN_00129,CARD_1623,2025-12-19,4556713,ATM,7832,PAYMENT FOR CGV CINEMA,MERC_4060
TXN_00130,CARD_0007,2025-10-01,2315180,ECOM,4121,PAYMENT FOR BE GROUP,60392750
TXN_00131,CARD_1626,2025-02-10,283616,ATM,7832,PAYMENT FOR CGV CINEMA,MERC_3101
TXN_00132,CARD_1977,2025-04-23,3116626,ATM,4722,PAYMENT FOR TRIP.COM,MERC_4368
TXN_00133,CARD_1042,2025-04-06,4508649,ECOM,5311,PAYMENT FOR TIKTOKSHOP,MERC_4260
TXN_00134,CARD_0213,2025-08-09,4884105,ECOM,4511,PAYMENT FOR VIETNAM AIRLINES,MERC_1193
TXN_00135,CARD_1145,2025-07-08,3392560,ATM,4722,PAYMENT FOR TRIP.COM,MERC_3253
TXN_00136,CARD_1029,2025-06-19,1927432,ATM,5732,PAYMENT FOR CELLPHONES STORE,MERC_9248
TXN_00137,CARD_1275,2025-05-27,2717465,POS,5814,PAYMENT FOR HIGHLANDS COFFEE,MERC_1126
TXN_00138,CARD_1210,2025-07-22,488799,POS,5814,PAYMENT FOR STARBUCKS,MERC_2877
TXN_00139,CARD_1732,2025-04-26,306412,ECOM,4511,PAYMENT FOR VIETNAM AIRLINES,MERC_2425
TXN_00140,CARD_0254,2025-12-27,570390,ATM,7832,PAYMENT FOR CGV CINEMA,MERC_7950
TXN_00141,CARD_1444,2025-04-04,4060177,ECOM,5812,PAYMENT FOR GOGI,MERC_2496
TXN_00142,CARD_0408,2025-06-08,3798726,ATM,5732,PAYMENT FOR CELLPHONES STORE,MERC_6765
TXN_00143,CARD_1776,2025-07-22,4337966,POS,5812,PAYMENT FOR GOGI,MERC_8049
TXN_00144,CARD_0452,2025-02-05,2501689,POS,4121,PAYMENT FOR BE GROUP,60392750
TXN_00145,CARD_0414,2025-07-19,343608,ATM,4121,PAYMENT FOR XANH SM TAXI,MERC_3507
TXN_00146,CARD_0003,2025-11-04,2335414,POS,5311,PAYMENT FOR SHOPEE PAY,MERC_2081
TXN_00147,CARD_0932,2025-01-21,519271,ECOM,4722,PAYMENT FOR AGODA HOTEL,MERC_7190
TXN_00148,CARD_0819,2025-01-15,4740324,POS,4722,PAYMENT FOR TRAVELOKA,MERC_8782
TXN_00149,CARD_1618,2025-03-08,2615591,POS,5311,PAYMENT FOR SHOPEE PAY,MERC_5041
TXN_00150,CARD_0642,2025-10-09,181077,ATM,5814,PAYMENT FOR HIGHLANDS COFFEE,MERC_7998
TXN_00151,CARD_1692,2025-09-15,3398211,POS,5812,PAYMENT FOR MANWAH,MERC_1048
TXN_00152,CARD_1136,2025-09-15,103591,POS,5814,PAYMENT FOR HIGHLANDS COFFEE,MERC_2384
TXN_00153,CARD_0946,2025-07-06,3492884,ATM,4722,PAYMENT FOR KLOOK,MERC_2960
TXN_00154,CARD_0957,2025-01-17,3779877,ECOM,5814,PAYMENT FOR STARBUCKS,MERC_3289
TXN_00155,CARD_0505,2025-02-10,3325263,POS,5812,PAYMENT FOR GOGI,MERC_9862
TXN_00156,CARD_1379,2025-07-04,3280780,ECOM,4121,PAYMENT FOR XANH SM TAXI,MERC_1758
TXN_00157,CARD_0559,2025-06-15,1732147,ATM,4121,PAYMENT FOR XANH SM TAXI,MERC_1941
TXN_00158,CARD_0890,2025-03-17,441216,ATM,4121,PAYMENT FOR XANH SM TAXI,MERC_5324
TXN_00159,CARD_0885,2025-09-04,4583067,ECOM,4121,PAYMENT FOR BE GROUP,60392750
TXN_00160,CARD_0161,2025-03-30,3696746,POS,5732,PAYMENT FOR CELLPHONES STORE,MERC_7535
TXN_00161,CARD_1241,2025-03-01,533055,ECOM,5732,PAYMENT FOR CELLPHONES STORE,MERC_4409
TXN_00162,CARD_1622,2025-06-14,2833441,ECOM,4121,PAYMENT FOR GRAB FOOD,MERC_2026
TXN_00163,CARD_1737,2025-03-06,663036,ECOM,4121,PAYMENT FOR XANH SM TAXI,MERC_6263
TXN_00164,CARD_1480,2025-02-23,726283,ATM,4121,PAYMENT FOR GRAB FOOD,MERC_9128
TXN_00165,CARD_1288,2025-08-27,3775431,ATM,5814,PAYMENT FOR STARBUCKS,MERC_6352
TXN_00166,CARD_0209,2025-08-03,2673134,POS,4121,PAYMENT FOR GRAB FOOD,MERC_4684
TXN_00167,CARD_1461,2025-07-07,2731895,ATM,5812,PAYMENT FOR HAIDILAO,MERC_6816
TXN_00168,CARD_1701,2025-01-20,2754033,ATM,5311,PAYMENT FOR TIKTOKSHOP,MERC_8035
TXN_00169,CARD_0270,2025-01-12,3197873,ECOM,4722,PAYMENT FOR TRIP.COM,MERC_1355
TXN_00170,CARD_1079,2025-09-22,4876498,POS,5812,PAYMENT FOR MANWAH,MERC_9086
TXN_00171,CARD_1345,2025-12-02,4218232,ATM,5311,PAYMENT FOR SHOPEE PAY,MERC_9646
TXN_00172,CARD_1613,2025-07-19,268003,ECOM,4722,PAYMENT FOR AGODA HOTEL,MERC_7166
TXN_00173,CARD_1381,2025-09-23,4652811,POS,5812,PAYMENT FOR MANWAH,MERC_8040
TXN_00174,CARD_1287,2025-12-04,1725898,POS,4121,PAYMENT FOR GRAB FOOD,MERC_1060
TXN_00175,CARD_1474,2025-10-14,4526543,ECOM,4511,PAYMENT FOR VIETNAM AIRLINES,MERC_7130
TXN_00176,CARD_0909,2025-01-21,3079306,ECOM,7832,PAYMENT FOR CGV CINEMA,MERC_2381
TXN_00177,CARD_0859,2025-01-28,4241787,ATM,4722,PAYMENT FOR AGODA HOTEL,MERC_2373
TXN_00178,CARD_0053,2025-09-23,3244247,ECOM,4722,PAYMENT FOR KLOOK,MERC_2344
TXN_00179,CARD_1423,2025-02-26,1276282,POS,5814,PAYMENT FOR HIGHLANDS COFFEE,MERC_3020
TXN_00180,CARD_0793,2025-08-15,1467410,ECOM,4722,PAYMENT FOR AGODA HOTEL,MERC_9905
TXN_00181,CARD_0096,2025-02-26,3501951,POS,5311,PAYMENT FOR TIKTOKSHOP,MERC_8130
TXN_00182,CARD_0678,2025-04-13,435748,POS,4121,PAYMENT FOR BE GROUP,33881000554434
TXN_00183,CARD_0150,2025-04-28,943563,ECOM,5311,PAYMENT FOR TIKTOKSHOP,MERC_7825
TXN_00184,CARD_1481,2025-07-09,3174154,ATM,4722,PAYMENT FOR KLOOK,MERC_6034
TXN_00185,CARD_0518,2025-05-10,229362,ECOM,4722,PAYMENT FOR AGODA HOTEL,MERC_1995
TXN_00186,CARD_0551,2025-06-13,2591741,ATM,5311,PAYMENT FOR SHOPEE PAY,MERC_1445
TXN_00187,CARD_0160,2025-07-26,987636,POS,4722,PAYMENT FOR TRIP.COM,MERC_8773
TXN_00188,CARD_1045,2025-10-15,4404757,ECOM,4121,PAYMENT FOR BE GROUP,60392750
TXN_00189,CARD_0244,2025-12-18,226254,POS,4121,PAYMENT FOR GRAB FOOD,MERC_9147
TXN_00190,CARD_0282,2025-10-30,3335705,POS,4722,PAYMENT FOR AGODA HOTEL,MERC_6749
TXN_00191,CARD_0238,2025-02-10,4027912,POS,5812,PAYMENT FOR MANWAH,MERC_9459
TXN_00192,CARD_0867,2025-07-19,3513199,ECOM,5311,PAYMENT FOR TIKTOKSHOP,MERC_6465
TXN_00193,CARD_0831,2025-02-01,4075888,POS,4511,PAYMENT FOR VIETNAM AIRLINES,MERC_4051
TXN_00194,CARD_1261,2025-12-27,2029716,ECOM,5311,PAYMENT FOR TIKTOKSHOP,MERC_1644
TXN_00195,CARD_0802,2025-05-15,3838806,POS,5814,PAYMENT FOR HIGHLANDS COFFEE,MERC_8452
TXN_00196,CARD_1181,2025-05-02,4806770,POS,5311,PAYMENT FOR SHOPEE PAY,MERC_8429
TXN_00197,CARD_0140,2025-04-08,4635741,POS,4722,PAYMENT FOR AGODA HOTEL,MERC_2353
TXN_00198,CARD_0192,2025-02-09,2500360,POS,4722,PAYMENT FOR KLOOK,MERC_9129
TXN_00199,CARD_1646,2025-06-21,4735505,POS,4722,PAYMENT FOR TRIP.COM,MERC_2906
TXN_00200,CARD_1940,2025-04-02,3991332,POS,4121,PAYMENT FOR BE GROUP,33810000997920
TXN_00201,CARD_1541,2025-09-11,3355006,ATM,4722,PAYMENT FOR TRIP.COM,MERC_6831
TXN_00202,CARD_0251,2025-09-16,2343891,ECOM,4511,PAYMENT FOR VIETNAM AIRLINES,MERC_2479
TXN_00203,CARD_1201,2025-04-13,460033,ATM,4722,PAYMENT FOR KLOOK,MERC_4873
TXN_00204,CARD_0014,2025-01-20,768286,POS,4511,PAYMENT FOR VIETNAM AIRLINES,MERC_2672
TXN_00205,CARD_0208,2025-10-06,3421642,ATM,4121,PAYMENT FOR BE GROUP,60392750
TXN_00206,CARD_1301,2025-05-19,2959983,ECOM,4511,PAYMENT FOR VIETNAM AIRLINES,MERC_2478
TXN_00207,CARD_1363,2025-01-06,479863,POS,5812,PAYMENT FOR HAIDILAO,MERC_1585
TXN_00208,CARD_1172,2025-07-07,1370102,ECOM,4722,PAYMENT FOR TRAVELOKA,MERC_5805
TXN_00209,CARD_1903,2025-01-22,3880451,ATM,4511,PAYMENT FOR VIETNAM AIRLINES,MERC_4283
TXN_00210,CARD_1099,2025-11-23,300647,ATM,4511,PAYMENT FOR VIETNAM AIRLINES,MERC_1430
TXN_00211,CARD_1347,2025-09-03,2957786,POS,7832,PAYMENT FOR CGV CINEMA,MERC_1403
TXN_00212,CARD_1748,2025-03-01,3899453,POS,4722,PAYMENT FOR TRAVELOKA,MERC_7021
TXN_00213,CARD_0659,2025-03-18,1095128,ATM,5812,PAYMENT FOR MANWAH,MERC_1143
TXN_00214,CARD_1921,2025-11-14,2268621,POS,5814,PAYMENT FOR STARBUCKS,MERC_3882
TXN_00215,CARD_0337,2025-03-03,3639593,ECOM,5311,PAYMENT FOR SHOPEE PAY,MERC_9413
TXN_00216,CARD_1757,2025-07-24,1949248,POS,5732,PAYMENT FOR CELLPHONES STORE,MERC_8142
TXN_00217,CARD_1609,2025-09-30,3239793,POS,4722,PAYMENT FOR KLOOK,MERC_6428
TXN_00218,CARD_0098,2025-09-01,2450367,ATM,5311,PAYMENT FOR SHOPEE PAY,MERC_9144
TXN_00219,CARD_0748,2025-07-23,4677209,POS,5311,PAYMENT FOR SHOPEE PAY,MERC_1107
TXN_00220,CARD_0906,2025-03-21,2820888,POS,4121,PAYMENT FOR GRAB FOOD,MERC_1758
TXN_00221,CARD_0051,2025-04-29,2035430,POS,5311,PAYMENT FOR TIKTOKSHOP,MERC_7968
TXN_00222,CARD_1124,2025-04-11,1241454,ECOM,5812,PAYMENT FOR GOGI,MERC_3615
TXN_00223,CARD_1282,2025-07-09,618672,ATM,7832,PAYMENT FOR CGV CINEMA,MERC_6332
TXN_00224,CARD_0906,2025-06-30,3221124,ECOM,4722,PAYMENT FOR TRAVELOKA,MERC_9536
TXN_00225,CARD_0918,2025-10-19,1001096,ECOM,4722,PAYMENT FOR TRIP.COM,MERC_9653
TXN_00226,CARD_1151,2025-12-03,4521409,ATM,4722,PAYMENT FOR TRAVELOKA,MERC_3743
TXN_00227,CARD_0255,2025-03-12,764555,POS,4121,PAYMENT FOR BE GROUP,33881000554434
TXN_00228,CARD_0233,2025-10-23,1242791,ATM,5812,PAYMENT FOR GOGI,MERC_1170
TXN_00229,CARD_0164,2025-01-18,1937545,ATM,4722,PAYMENT FOR AGODA HOTEL,MERC_8439
TXN_00230,CARD_0467,2025-08-20,3302924,POS,5812,PAYMENT FOR HAIDILAO,MERC_9157
TXN_00231,CARD_1059,2025-08-02,979766,POS,4511,PAYMENT FOR VIETNAM AIRLINES,MERC_7005
TXN_00232,CARD_1406,2025-08-02,1190190,ECOM,5311,PAYMENT FOR TIKTOKSHOP,MERC_7130
TXN_00233,CARD_1131,2025-07-01,3882887,ATM,5814,PAYMENT FOR HIGHLANDS COFFEE,MERC_9457
TXN_00234,CARD_0674,2025-05-01,3952378,ATM,5814,PAYMENT FOR STARBUCKS,MERC_6770
TXN_00235,CARD_1135,2025-06-29,3648394,POS,4722,PAYMENT FOR AGODA HOTEL,MERC_7723
TXN_00236,CARD_0116,2025-09-06,1915504,ATM,5812,PAYMENT FOR MANWAH,MERC_1673
TXN_00237,CARD_1141,2025-06-12,4271238,POS,4722,PAYMENT FOR AGODA HOTEL,MERC_6974
TXN_00238,CARD_1033,2025-05-07,4545693,ECOM,5812,PAYMENT FOR GOGI,MERC_2761
TXN_00239,CARD_1518,2025-07-30,1303136,ECOM,4722,PAYMENT FOR TRAVELOKA,MERC_3694
TXN_00240,CARD_1572,2025-12-14,4614109,POS,5812,PAYMENT FOR GOGI,MERC_3071
TXN_00241,CARD_1970,2025-04-23,1465427,ECOM,4121,PAYMENT FOR XANH SM TAXI,MERC_9985
TXN_00242,CARD_0730,2025-06-17,1346115,POS,5814,PAYMENT FOR HIGHLANDS COFFEE,MERC_1929
TXN_00243,CARD_0543,2025-08-07,2946264,ATM,4511,PAYMENT FOR VIETNAM AIRLINES,MERC_2152
TXN_00244,CARD_0102,2025-11-22,3724737,ATM,5311,PAYMENT FOR SHOPEE PAY,MERC_2990
