cust_cd,data_dt,casa_bal,term_deposit_bal,toi_amt
51a5f11e-ddf2-4c89-8936-f59533d8c334,20240101,36837450,0,835949
8dc1b9af-a8fc-471f-93c6-4eead45c2751,20240101,71302820,100000000,935905
3226c3ca-5647-4982-a248-2545c6f9a4fa,20240101,4027816,100000000,136965
3f3c0395-ebe6-4a03-8b2b-896618862df1,20240101,38641556,0,488241
e616d663-9420-4a88-8751-7cb3c16ea24a,20240101,40632303,50000000,258888
7e0a4010-f5ba-4b8a-aafb-a78f3e7d7393,20240101,16683823,50000000,754523
b6f1119f-fbdb-43fd-9e75-68755e1b7c72,20240101,2308548,50000000,721629
9827b674-8ddb-4557-916a-06caa24d315d,20240101,13338123,50000000,140885
fe738238-a628-47d2-ad04-a2b04044e99c,20240101,65462149,100000000,877027
d59d4e80-fce8-4fac-be2e-a060910d710d,20240101,80228881,50000000,180973
69d71cb2-2400-4e70-bfd2-55126a88b19c,20240101,98820349,100000000,797259
5550381d-b3ad-4dec-b071-42155c434861,20240101,34636350,0,456980
ae6c22e6-60a1-4d4e-8c24-2546ffc0bcc8,20240101,59937922,0,328272
58f1a76c-3545-4795-a0e6-63fe07fa1ec9,20240101,93714496,100000000,158239
c8d43124-212d-4803-a1cd-bba5b2549f47,20240101,16704178,50000000,167614
41e966df-f315-4811-88d3-44f6a0e5bf2f,20240101,71764558,100000000,661890
44361135-d627-4d9b-8a11-82d1b0c339fc,20240101,75497873,50000000,550430
9f671fdf-fc5e-44fa-acb9-46113d355035,20240101,8897553,50000000,122085
d2b2a9ea-ae4c-4265-a1fc-2f7870933845,20240101,86124938,100000000,112697
12016733-594a-4d72-936f-95c57eed07d4,20240101,81310504,100000000,72310
d46c7cf0-0492-43c7-8194-214955d26050,20240101,3340300,50000000,743767
86355a2b-f754-48bb-8fb1-ece771f8de36,20240101,9108441,100000000,711882
1a4dc905-7b6a-4a18-acf6-a8601d2d4355,20240101,4912689,50000000,58430
618479c4-6d40-44fe-9b4c-4f37b8d5977f,20240101,33474353,100000000,560270
18ae0e71-d740-4ed2-8505-02040d6b423a,20240101,50928899,0,84676
96560a49-98f9-4894-80ae-e580bd5e05cf,20240101,53234772,50000000,903745
912f964a-c1e8-4f4d-94fd-6ac6fbee21b8,20240101,26766675,0,907117
db72f322-4d6c-48d3-8840-f83f42e5cf67,20240101,91159688,100000000,698232
b1fbeb1e-4bd2-4e62-a078-54bb72ba4717,20240101,36826278,0,926188
e586e105-b15a-4f22-8f7c-547dfd51d5d8,20240101,4555015,100000000,811453
aada5e7b-194f-44e4-9359-a9c9fc05203f,20240101,30022711,50000000,828538
a8eed07d-41a1-4da7-b1bb-069332b5328a,20240101,53110942,100000000,569707
77472f9a-123e-494f-9ad1-7495d40cca31,20240101,40822182,100000000,306059
ab48d90a-c09a-485d-909a-28f3c6f47b33,20240101,27384251,50000000,217799
4abaf821-8c2c-4727-a341-9ccbee5a60c0,20240101,13132324,100000000,327200
9816fcd3-c764-4b00-b76d-7c9803ae81ec,20240101,81916450,50000000,628495
9edbe835-ddbe-4f92-a782-0808b9b805a3,20240101,99614524,100000000,172656
5c082dff-fc28-48b2-9b7c-fc497dc83fd5,20240101,32954213,50000000,258640
689d060a-a81a-4468-af7d-fbb4999651e2,20240101,38162104,0,468060
104b9bd9-122a-43c6-967c-f9e848146504,20240101,61803752,100000000,233050
878cc7cd-18e5-42c7-ad6d-5de227a7fbf7,20240101,71844147,100000000,588643
444f8062-5998-4f03-94b6-fc157255c1dd,20240101,39202953,100000000,923176
0a7cd6fa-ba74-4301-9ac1-f03dd50973c0,20240101,90492951,50000000,748089
33a8202f-ea47-4603-8aa3-289c764f8444,20240101,56000398,100000000,666426
661a7b57-9cd8-41ec-a48f-75847f024fad,20240101,45039007,50000000,582721
d80d950b-3ebd-4e09-bb01-a5a32ce980e5,20240101,64667275,100000000,487947
0a963850-5030-417f-adb2-e8f4a15d39be,20240101,95280384,0,186563
3aaadeca-5b14-4cf2-a4ad-adb0888e8b9e,20240101,79455229,100000000,894710
63bb0fb6-38a4-44b4-8542-c02379e1d9b3,20240101,4001313,0,248536
8659e35a-3cda-456f-aceb-96d4f8625b7e,20240101,33230991,50000000,91308
382a5327-0821-442e-a89b-30a19d17c725,20240101,47054468,0,750015
9270e383-0899-45aa-9524-879a28e5c9d7,20240101,31451757,100000000,175615
8d712a86-b39f-483d-b818-ea49444816c1,20240101,70018756,100000000,371895
7297881c-3c38-4f60-93c8-770249388db9,20240101,82626914,50000000,28284
7ccce7bb-8534-4e7f-9195-602c393e919d,20240101,73134509,100000000,137067
a7013680-3ef3-4791-9ce7-3caf9faafb3c,20240101,98933328,100000000,173203
bd42a120-1a68-4d9e-b131-5f2bedf0123a,20240101,27254764,50000000,54410
43d5b17c-3e6c-4c5c-91f4-c751fcfdd531,20240101,87498949,50000000,656656
3fa1cd05-12e2-4fcb-8d13-4d992a4b6a2f,20240101,76662266,0,837007
801e8e32-6bda-4014-bb6e-40c83bde8706,20240101,36217875,50000000,373315
b6d3ac1a-82a9-451d-9446-9270b010efc8,20240101,73412454,100000000,874576
d7a24870-89e6-445f-ad1f-9d0fdb131e24,20240101,10407595,50000000,213346
2f2551e5-8937-4b43-9fb2-5a8ad6b22bd9,20240101,78933348,100000000,325390
cf4bd764-214a-4945-9c19-455151a59fc2,20240101,53233060,0,150736
b28d54ba-3c2a-4a7f-8b48-a65f71f9794a,20240101,29229017,50000000,620559
604a44b3-5855-4eee-937d-2eea69cb29d1,20240101,65577730,100000000,419869
38188f9d-ead2-428f-9618-2d8c2627cc7d,20240101,64161999,50000000,613283
85d85861-f318-4c26-9149-9b1eda16993f,20240101,20948622,50000000,761674
26178a33-9afb-4868-af64-ae810457a310,20240101,3039741,50000000,545703
59b71138-9d50-4ccc-9b67-77aed3196606,20240101,43362258,50000000,627630
1018be50-b88f-49d7-8e3d-b448588b307e,20240101,56951186,0,935250
7065346a-71bc-47d3-abb7-b9e2b781f2a5,20240101,87660527,100000000,299064
7d147012-aee5-43cb-ac4f-cb43f11713c9,20240101,92821679,50000000,359163
8cbfc2ab-f585-4806-bfd9-5e6536b6c63a,20240101,52880521,100000000,717703
d7166440-d045-44d9-b70d-ed68f0c2b35d,20240101,75380348,0,611305
72bf1162-f832-4991-b3bd-f457f74c411f,20240101,43930327,100000000,178532
58552851-a059-4f1b-aac3-0a9754cf2b0b,20240101,74608215,100000000,376147
b5892a42-23ed-4a75-898b-0a0e1d954005,20240101,20480152,0,467838
53c60d68-0f80-40b0-b96c-eb0bdb5f3f8e,20240101,37106473,50000000,419389
1204de3c-d24c-4365-8124-71d6cd0af025,20240101,63422799,100000000,178274
4b8dd4ce-718c-4a13-821e-3585bdfee2f4,20240101,1815796,100000000,924430
0a8344c5-789e-4a45-ae6a-725529ce0d73,20240101,72246131,50000000,762318
ef7de5b1-72be-4ada-b7ff-b55ba0f3ae00,20240101,83553550,50000000,481355
81b8a85a-ed98-43b5-9b38-88ade90c964d,20240101,39914166,100000000,680061
d9fa6a09-3b22-4709-b6e4-e29928535bc1,20240101,44794241,0,897282
b56d247d-3662-4f3b-bb54-eca56bafc4e9,20240101,85128221,50000000,136174
343af2ad-a1e8-4672-9c9d-d70af1bc832b,20240101,77565463,50000000,250373
4c04312b-b6f4-4dfc-b8c6-6d61a6a736a2,20240101,28814948,0,542701
943ffb74-a229-4a5b-a938-de863b405ed2,20240101,32397610,100000000,799010
4a7054a9-97bc-4163-8631-2daf2dafb2b8,20240101,67887823,50000000,36254
a13321ab-e342-4e82-be61-fbfd4fe95316,20240101,56319809,100000000,984018
4d633996-424c-41db-9426-74d680e262b7,20240101,16222957,100000000,454906
3213e5b2-2274-4a00-ba81-af78521898df,20240101,30992990,100000000,359231
de0d0e35-8663-4dbb-9adc-74063c3426b8,20240101,89998327,0,292724
34e856d4-82bf-4b4b-bed3-921a1cda5b36,20240101,68817443,100000000,174356
25ff9789-38cb-47be-90b1-16a69426c29a,20240101,98597431,100000000,791573
51bb043c-9a53-45bc-813b-694c1210b6d2,20240101,76701252,50000000,955414
284a75c9-2b69-4d38-9fa7-024d50bcf9cf,20240101,94197443,50000000,413644
12ec607a-ab8e-457c-b2f8-82d0c1318618,20240101,21618857,0,952420
bccce058-ba8f-4225-b34f-016372f01355,20240101,77148487,0,823797
117e6d19-bd3f-41bf-bfc7-82d86f14e57b,20240101,2021752,50000000,481051
b3f3d50a-c0f1-4807-bf2a-849c42069f45,20240101,67076002,50000000,674026
00f9f031-4c34-4e8e-b863-162b7cf99487,20240101,46928227,0,434984
b7bcd763-cba6-4d42-92de-866e73132ef1,20240101,34676007,100000000,558723
bdd299c7-d210-47e2-9344-ec6bb18bc2df,20240101,86240435,0,58046
b1ab91b5-e7c3-4b9f-9306-afe389545999,20240101,85426769,100000000,696263
d7df471e-a288-4f76-aca5-8f2c1ead27ea,20240101,2230170,50000000,52824
b5106cc6-1e54-4c43-938b-fb3e87d43359,20240101,60950512,50000000,817084
c56d1b58-2ddc-4224-a3cd-7eaf05fea1dd,20240101,36783222,50000000,824946
62d51afb-2d74-4b1d-9100-831a952db482,20240101,41566100,100000000,237077
a72c51a2-19ca-4343-8fa3-b72b1a058cac,20240101,83204073,0,323662
a7334842-675f-48c1-94b4-ab53da2f21c4,20240101,30983977,100000000,481310
73b1a0a6-3c3a-4894-913f-dcc6611f88d7,20240101,94304881,0,596662
fae4f391-340a-479e-a63d-72ea53ce89b0,20240101,17963382,0,287353
d5a4052d-5c7a-4f89-809d-891ec70c85a5,20240101,66272242,0,592486
21ed82e2-35a7-4043-ac6c-45448922cff3,20240101,67210506,50000000,297787
2fb52db5-b4b9-4777-bc5b-7de9b279abd7,20240101,25219516,0,55490
cdb0c33d-6f4f-4dc5-b948-943ae235cbb2,20240101,32475060,50000000,2527
821a3184-3821-4f0b-be87-293b6d70d1f4,20240101,83479849,0,101151
0845bfeb-8a64-4274-9485-26da5d24efe9,20240101,76180525,0,792250
1416a47c-40c6-4298-a570-1d79e6520727,20240101,32909588,50000000,961431
2ae365da-0727-40fb-bd73-5c35d7fe2c87,20240101,53395654,50000000,426966
5575f451-f321-4bf5-b837-c47d16cc16b8,20240101,6168029,100000000,512683
9dfc515c-0c5d-43cb-af10-923c67529f97,20240101,20874588,0,146848
6a2838cf-0479-4276-87df-71ea98111613,20240101,48582055,50000000,551031
4a3453c6-0619-4a01-ba3a-12c78ed18ccd,20240101,8597373,100000000,144654
ded48e57-0e16-42d6-99de-4deb6b2998d2,20240101,84333235,100000000,611214
148159e3-46fb-4e86-b224-3e80bab2d982,20240101,71800621,50000000,933258
2b071949-97db-48ac-bec8-f8962e122423,20240101,94363367,0,195698
93ee10d8-dc43-4148-b3ec-ab663f8eaea9,20240101,69346690,100000000,764563
791ca9a7-5a45-4e4e-aba4-ef5860555f4c,20240101,94040137,0,23502
2c1b5d79-dd3f-469a-9e51-8746fbc447e8,20240101,55451255,0,375497
b6d7ed41-940b-4ac5-a9e2-9a62cea1a1e2,20240101,60021861,100000000,110748
6bd580c3-e9e7-4f21-8989-d45854304e0a,20240101,97697105,50000000,352475
18cafe1b-cb4c-476b-873e-81fbae12e8e5,20240101,64212914,0,173536
54f03f7f-b258-44fa-a4ea-8ae524d7f979,20240101,3078656,50000000,373304
df0d0661-9782-4bd8-8e1c-4bf7e536ba62,20240101,72380277,100000000,417522
6e0787e2-e5ec-4af3-9122-2f72c9efd4f6,20240101,90546869,0,300591
17b9c1d4-f38d-4329-9683-fa0e56be5b17,20240101,79558024,50000000,656621
4a6c107c-d8f1-4fdc-b7b2-0b69571750ce,20240101,58383327,50000000,918852
d51cd47b-be48-4816-8702-107844cfdc03,20240101,67130351,0,400595
f6294aa9-d271-48cd-9ffd-38ee09795398,20240101,99019178,50000000,192343
457f105f-e7d8-43f8-bdee-f84928233f01,20240101,9066208,50000000,270722
62d6588d-8311-4c88-96ee-8590bb7c518f,20240101,66724482,100000000,854000
f050efbf-fd9c-44cd-9b39-afd7c8adfb31,20240101,28339769,100000000,571639
fdf51c27-2ac0-4021-a857-c5b49417d1b1,20240101,64009039,50000000,455011
e7720571-3677-4556-8d7d-15b5ac644901,20240101,60762357,50000000,149636
08af19e5-912e-42a8-a303-d199fdb7b6c1,20240101,15345683,0,449727
76146d31-af78-43b9-8c5e-c4b552b412fd,20240101,20674664,100000000,278492
0086bc7d-40f2-4c56-848a-bffd801669e7,20240101,62162957,0,943163
225ad09b-e3f7-49ad-bcdc-666587a0fdf8,20240101,12822994,50000000,884070
454c988a-6d46-46fa-8830-d1a24535d8d1,20240101,26518087,0,83902
565281fe-598d-4fe9-a36b-b23f9709cdbb,20240101,83524554,50000000,516653
c38e7466-af15-44c2-8f2d-4fa8e012405b,20240101,32709150,100000000,225058
e5985979-2154-4918-a74b-096cd416d137,20240101,48806015,100000000,410777
91162d4c-892f-4f9a-bfac-65597ca3d7a0,20240101,94114033,50000000,876847
7a9f9769-85d8-4fba-9b20-8fe887634f6e,20240101,22714908,100000000,527514
075bea01-9d2e-4dbf-bd59-48f739beb9c8,20240101,38962601,50000000,334215
5ea7f848-4794-455d-9689-326297467720,20240101,60645777,0,207888
7d216369-5a6d-4607-9eb1-498166de90f3,20240101,75533892,50000000,800324
ca31b964-ae21-4c33-a3b0-f2351cc80a7a,20240101,90165338,0,624518
5f658948-9670-4a9b-ab83-0bf478d3659b,20240101,91547298,50000000,468065
626f9fd2-780c-4735-ab16-6ec8722e4ec6,20240101,77664007,100000000,217484
636168d5-5b62-4d72-a9f1-c2f99a0519d8,20240101,22833083,50000000,334246
ebeb3040-fb76-4b00-9e74-20b07b1dca08,20240101,2480933,50000000,959843
f84c829a-59d5-4173-9905-bb0a4b7c0f7d,20240101,38377393,50000000,520089
0e95605a-5fb6-4a44-add6-a59fb190b0d1,20240101,14154885,100000000,400699
f8d1948f-b618-4758-987f-af46233b8641,20240101,71038764,50000000,521422
20f0cbb0-89c5-4021-9ad7-69382a1a0580,20240101,66113058,100000000,778988
ecba576e-50a9-4f47-a028-98e6683d4424,20240101,4397164,50000000,340108
9828ec17-e64a-489b-bd9a-e1393d5478b7,20240101,83659377,0,178706
d2c9c5cf-934b-4083-9507-a445ee5ac183,20240101,24874326,50000000,584936
bb585bfe-1005-4652-9f8e-4ec894941139,20240101,43222707,0,665204
a03635b9-a819-47f1-b224-9071bf3bcbb2,20240101,66793373,100000000,712718
7dc5ec3a-24bd-482a-98a3-26d945917615,20240101,42941878,100000000,881987
0022832d-7caa-4fd8-a38f-364cb5ab8110,20240101,44128780,50000000,371174
feb9877e-5e15-47ca-8dc2-4a27a8520dc3,20240101,6562799,100000000,75354
3a3c4724-b043-4258-86c9-07f39038967e,20240101,40144354,50000000,958348
56f2a90d-df0c-44f9-9231-6168562123aa,20240101,76484789,100000000,435011
aff7e62a-63a9-4051-9ada-9debf8a40d10,20240101,91517633,0,623257
8e3c41b5-fd66-4277-ad40-dd40d7d5e654,20240101,41349713,100000000,666305
49bf960d-55a5-4587-aba0-91940b41cc6b,20240101,42358582,0,546513
d845ebd8-c973-4571-9ef7-5bffbfdadaa1,20240101,70262710,50000000,205257
4f621291-62f3-45a8-9fdd-dc2e91a2237f,20240101,94277200,50000000,755143
930c1f53-4266-4d54-875e-46b831a4a770,20240101,26706094,50000000,803751
ab36d83f-4a70-4d26-9491-a18e2458e5cf,20240101,44014420,0,552975
246b3de7-c526-4cff-b274-0abe7e5bd76a,20240101,79597324,50000000,488561
73b167ae-fb49-465b-b09a-99564b2bbd76,20240101,60969356,50000000,113938
86d2a520-42db-46e3-a2c6-d8204710bd97,20240101,11058634,0,83951
7a46968c-f0ca-4062-9a22-5b53b9d5a65d,20240101,62773273,100000000,339564
80a24cea-32fe-4cf5-a587-5e5298b2d093,20240101,18674628,50000000,310846
615b6f0d-a787-4667-bb8b-41d8e5912042,20240101,51021593,100000000,953656
cbeaf585-64c5-4ce2-8ece-ee66839aebdf,20240101,52910326,100000000,783622
a9a81b1b-33e4-40dc-b4d9-62c5a97df379,20240101,87620336,50000000,659924
c261968d-bb7f-4598-b1a3-84a7a593a840,20240101,46249427,50000000,517648
bcac6662-1146-4381-a8db-a557a2ab573e,20240101,27944242,0,167367
2b864b87-ea3d-450c-90a8-13ee71324eb2,20240101,23096634,0,978456
76eddaef-9150-4c38-b886-5191b55b9ea6,20240101,87425187,50000000,375040
b57d6242-59e2-427a-a14b-ba3443c99f3e,20240101,17101085,100000000,106925
ca20e9cf-9c32-42d1-b66a-27500a7191c5,20240101,42586856,0,493798
9e58d617-f37f-4df6-b405-dea02b19b4d9,20240101,18717311,0,873998
e1613c4a-3687-49c9-a11d-2edec5a16317,20240101,77330404,50000000,887291
1960476d-9322-40b1-935e-690975184afb,20240101,47437263,50000000,10965
2ded1aaa-9f6c-4652-b9e0-567a4158830e,20240101,35114369,50000000,886295
ed226472-3ad3-4af0-81b9-600ddbd1f5e8,20240101,36109964,50000000,271484
12e6f830-4bbb-4743-b3b1-c86cfa8724e7,20240101,85221420,0,38972
2df0f693-7bea-49c9-a6c8-897f6a528f02,20240101,55377395,0,847790
6d4b57fe-b2e3-4d25-9b10-57d7d699d98c,20240101,71786785,0,863866
be47afa6-4d81-43e7-8fee-06a20988adc3,20240101,89703851,100000000,596231
d7efc4d4-a43c-49c1-9789-e1009ce71628,20240101,90174167,0,574433
723fcef9-ad7a-4797-bc3e-9157b6ab4755,20240101,32850905,0,813120
8823c35a-2139-40f6-ae63-672ec9dd4c81,20240101,95245126,50000000,786309
b632a79f-b957-4e07-98ba-2364a9038503,20240101,2487588,0,890105
dd3733b6-e690-45d4-90eb-670f65570f92,20240101,37683556,0,552747
9ca81aab-2b8b-44dc-af0d-ebfd096fc276,20240101,89579885,0,967647
70ff12f2-c1ee-457c-83b6-0188240d62ff,20240101,27463687,50000000,996146
8490875f-8f6c-43f0-b2cf-971cdedf47fc,20240101,27308145,0,116544
25a01936-82bc-4d13-bedf-8cfaa5296f2b,20240101,30262228,0,849543
c3537c17-3b28-4053-b43b-2d68e510e601,20240101,61231338,100000000,499822
2165ff34-32df-46e3-a7be-df285cd23247,20240101,43833277,100000000,387566
6136f8d6-7669-4fec-bfbf-a72ced0c4bab,20240101,72673483,100000000,613072
e0425d48-8bbd-4bee-8700-d833a7cc6161,20240101,89491064,100000000,55965
c8c9571e-b519-4308-b087-6f3d9974baf6,20240101,67419937,50000000,506461
43d10724-79bd-4cac-a81e-f9ac6af4eb73,20240101,20446672,100000000,870890
4a258f79-55f5-40a5-bce2-b633a5c0139a,20240101,93268190,0,213461
5f34c81e-75a7-4e74-b83b-6f4149d29147,20240101,26449287,100000000,426389
a8564985-646d-45ed-98d6-4a8feb4af6fa,20240101,14989429,50000000,939480
56d067e4-0105-43f6-a630-0f0ae26ea0f6,20240101,8996727,100000000,428563
cd24ea0e-9885-4985-b38f-89fcdb1eb05d,20240101,56338374,100000000,358367
5246e0f5-d599-47c1-806d-fb9a4800078c,20240101,11376246,50000000,440536
992b5ece-7a9b-4a08-8c01-9cfbbed5cbd6,20240101,13877588,50000000,519452
6a4e609e-cab3-4392-8832-de7652a5575d,20240101,30003048,50000000,631991
77c82e00-c179-4aa4-8db3-2bd68f1cfe8b,20240101,28165300,50000000,800692
a8169415-2e06-4b2c-a560-7921c54b6f7a,20240101,60423951,50000000,452102
bcac3461-90ec-4679-a782-2685c9394cde,20240101,81674527,50000000,817480
3f6e2e5e-8d52-4cda-be6f-e84cd57b76f5,20240101,76134965,0,533720
5963be18-d013-4507-b6c4-bd55f0d6d474,20240101,26248445,100000000,338480
796621ee-d6c0-4cb9-af94-cfabfac0cd39,20240101,24531049,100000000,657950
3cb4716f-78d9-4d55-b6ec-941ed7bcec9e,20240101,96579153,50000000,717722
fe256e64-43ab-4bd3-a5d2-cd95f696aa04,20240101,823624,50000000,558048
fde81670-ca25-4e89-ab49-fde1c84a5af8,20240101,87972053,0,56614
47da5a87-6ce5-40a9-823b-100a74e03f6f,20240101,19972851,0,169882
6ddc8f69-f985-495d-afb3-50ba5b2e20e3,20240101,94728432,50000000,285297
87652826-d8ef-4bbf-8e25-ecbd95d60138,20240101,34230728,0,282625
68683530-e2c5-4b91-9bc1-b7b027fb130c,20240101,44035177,0,673420
4ff0f376-c17c-453f-9dbc-074272126371,20240101,70712061,50000000,18348
24361a94-9d6b-4cb2-8465-88ca6fa550e1,20240101,58766905,50000000,755681
13f636f5-daca-4e3b-9a31-b4544eb90873,20240101,31793932,50000000,265342
b205794d-b94d-45e5-9afc-aa7a30cc3035,20240101,55383091,50000000,310021
174e5864-dd88-4446-a5b3-475c5962c8ac,20240101,73070688,100000000,527909
37540745-e4d1-42e0-852a-deab4d0c833f,20240101,4233494,100000000,215925
e910e97d-9af6-44a2-a006-43faaa8b0d9d,20240101,1119930,50000000,884471
