uuid,event_nm,event_tm,data_dt,e_c_ins_payment_option
21a14b06-7ce8-427a-ab26-da39ea9e8828,ins_login_success,20240117,20240131,
8e4bccec-c18e-41d3-b2af-236e56bac910,ins_login_fail,20240131,20240131,
878118ac-29b2-40ac-86c3-1a319ee25f1a,transfer_click,20240112,20240131,
6848ff3b-1147-483d-b710-cae0544b6e0a,ins_login_success,20240115,20240131,
c28bf415-157e-4110-a6c9-cb35cddf1fd3,ins_login_success,20240103,20240131,
2b556e98-4582-4342-b636-36977db0ea9d,ins_login_success,20240117,20240131,
3bb004bd-2961-4ca0-9847-14949a263b51,transfer_click,20240114,20240131,
a956ce4a-0644-446c-af02-eb72d31b7f4c,ins_login_fail,20240115,20240131,
458ffce9-541c-4215-8492-5e14e4bfa2ec,ins_login_success,20240115,20240131,
89a0c9a6-050b-4db8-8bf5-6a844da103c4,ins_login_success,20240115,20240131,
aedcca25-bcd5-4297-ad1e-3395b9d0e976,ins_login_success,20240119,20240131,
1987d752-92df-4454-8f30-de6b396e84bd,transfer_click,20240111,20240131,
32b831f0-d038-4e8b-8257-e00de8e850c8,ins_login_fail,20240118,20240131,
4b76e567-169d-453a-b357-c36fdcca122e,ins_login_success,20240121,20240131,
f67c1e9f-030d-4940-9924-7e83fa98f034,ins_login_success,20240110,20240131,
b4b213cf-c0e0-42c1-921b-628f52c31cbd,transfer_click,20240121,20240131,
80ada12c-c3af-48a6-85c4-df40ad6afa95,ins_login_success,20240126,20240131,
dfb6a41d-dce2-48b0-aea3-0a15eabe0ea9,transfer_click,20240109,20240131,
9c55259c-076c-4ad5-817a-1413096c11b6,ins_login_success,20240124,20240131,
d2369156-a3c8-41a8-ad9a-692fb96cb131,transfer_click,20240103,20240131,
20f28d88-7c1b-4205-b496-f6c1cf7d949c,transfer_click,20240101,20240131,
50982bab-bee0-43ea-a401-149893d8ca4b,ins_login_success,20240121,20240131,
4644a24a-c5d5-4527-b2ff-0bb176415467,transfer_click,20240111,20240131,
b49f760f-fc1e-42ee-b0ed-d7fb8d312a5c,ins_login_success,20240116,20240131,
548c5a2e-acda-47df-8738-c0740a5689b1,ins_login_fail,20240103,20240131,
79df5ced-d36b-4589-983a-89f2ca0eca2b,transfer_click,20240121,20240131,
e486913c-f742-408f-87c0-f1d6e9edc7aa,ins_login_success,20240109,20240131,
9ac2e006-09cd-437c-b48b-8cb08e45c069,ins_login_success,20240111,20240131,
9c9f7841-8b47-4df1-a8f7-06cd4636c3ac,ins_login_success,20240130,20240131,
a86e3713-4727-495b-80a5-4821b6b534b6,ins_login_fail,20240131,20240131,
6a7c939b-7d2c-4f22-8e1f-10e2d2958039,transfer_click,20240117,20240131,
6595b7c4-88c2-4250-aacd-0605882b6c3a,ins_login_success,20240101,20240131,
b73c066d-04d2-4e5c-aa4c-6373842a29fb,transfer_click,20240109,20240131,
6bb50aae-bcdb-4893-89e6-7a3aabb8aefd,ins_login_success,20240103,20240131,
824ea4bb-13e4-4b28-82b8-8915b057b47e,ins_login_success,20240128,20240131,
0132310e-d215-4098-91ad-a52d67cc3426,ins_login_success,20240131,20240131,
3e5379e4-a781-44be-a27f-569d88fd304f,ins_login_success,20240110,20240131,
b0cffbaf-6b86-4080-a39a-527c6175f81b,ins_login_success,20240105,20240131,
682ef08e-ebe7-4872-a40a-aa08bbae6e67,ins_login_success,20240125,20240131,
04376be2-a536-40e4-9039-a5e3ea3110f0,ins_login_success,20240111,20240131,
f2aa5399-7f6d-4437-8d39-f2236964954d,ins_login_fail,20240105,20240131,
1a06d5ed-c0ae-4eda-8015-a6d3538aaa22,ins_login_success,20240112,20240131,
a956ce4a-0644-446c-af02-eb72d31b7f4c,ins_login_success,20240114,20240131,
746e9a56-5141-4179-a433-92a7415bec82,ins_login_success,20240112,20240131,
88703e9b-80ea-4dc3-baf2-4ffdfd03ce9a,transfer_click,20240119,20240131,
21a14b06-7ce8-427a-ab26-da39ea9e8828,ins_login_fail,20240109,20240131,
34c62ceb-47fb-4d7a-bbe6-353df72c2359,ins_login_fail,20240128,20240131,
41ad1454-7cf5-4f6e-b685-230bfb0ac043,transfer_click,20240107,20240131,
825f27df-a121-4485-8e8f-6ddc5aac82ce,ins_login_success,20240116,20240131,
c1e4fc9c-a528-4b5b-94c4-3d9d95b719eb,ins_login_success,20240128,20240131,
10555f51-1d14-441f-b32a-19df3fb33301,transfer_click,20240128,20240131,
a24461c3-611d-4b70-af9e-94e45727f8a4,ins_login_fail,20240107,20240131,
964e6923-2b83-4947-a23c-6c36e5466d5d,ins_login_success,20240114,20240131,
9f4b721d-1ae0-4614-8cf6-f04328fdff42,ins_login_fail,20240108,20240131,
99e5bf61-d0ad-47c9-8961-8c8e7c93df4a,transfer_click,20240127,20240131,
a80b6ccc-4a55-4bb4-8757-0ea64daa88f0,transfer_click,20240121,20240131,
ef748ed7-94f6-4c4f-91c1-bfc4b26b7810,transfer_click,20240118,20240131,
e2e49bc4-b8d5-40f0-9ba2-8449fded0db8,ins_login_success,20240127,20240131,
d349600e-8861-46ba-a025-5eba01557f62,ins_login_success,20240125,20240131,
33fd98fb-1301-4318-80f0-9f4d7e728a3b,ins_login_success,20240103,20240131,
361d2475-bfe5-4f60-ad74-4e5d3834b963,ins_login_success,20240127,20240131,
d610a940-5fae-4525-96c0-e07d4e06d98d,transfer_click,20240130,20240131,
d935f148-5022-46bb-90b2-f8b4db4d126b,ins_login_success,20240102,20240131,
3597aea2-4b40-40ed-8cf6-9a2f4e4c34b0,ins_login_success,20240126,20240131,
c747f260-5586-45cb-b722-9763f0d7da80,ins_login_success,20240126,20240131,
fba483c3-d407-4aee-9232-b6983752a236,ins_login_fail,20240105,20240131,
52758ebc-b3cb-4255-9521-3599989c8c60,ins_login_success,20240108,20240131,
60805855-b2af-4db4-ad65-c6d8b4b6a549,ins_login_success,20240119,20240131,
b06007d3-ce81-489f-a1d0-ff6add06ad18,ins_login_success,20240122,20240131,
eade5c3b-5bf5-463f-9ec4-bd6fcd50ae5e,ins_login_success,20240109,20240131,
1b5f5ad2-b002-4b2c-b932-178093efc13d,transfer_click,20240102,20240131,
a03eccb9-a995-4041-9a02-fa30dabc08cc,transfer_click,20240115,20240131,
f2aa5399-7f6d-4437-8d39-f2236964954d,ins_login_success,20240108,20240131,
f272a25b-4095-4dbe-a783-a185a0d1b669,transfer_click,20240110,20240131,
1d66af46-b0f3-41f2-b691-b059958098bc,ins_login_success,20240107,20240131,
c3a5346d-aee9-480c-9590-320f8e1c9994,ins_login_fail,20240119,20240131,
5553adae-73ad-4848-9b9c-ed61474ee4db,ins_login_success,20240101,20240131,
52cc83aa-615a-4b5d-bd4b-7fab01578563,ins_login_fail,20240122,20240131,
872578f5-71c8-4c44-a1b0-12978c23f836,ins_login_success,20240102,20240131,
945b3a38-a52f-4ddb-a398-8e3411c54bae,ins_login_success,20240103,20240131,
fc3a4d25-533b-43f7-88ab-55c9b1ffadfb,ins_login_success,20240128,20240131,
505c0ef3-a70f-46f7-a80f-bf7a250994f6,ins_login_success,20240114,20240131,
3cb05e1c-fbd2-4615-9f25-a48125073fd2,ins_login_fail,20240115,20240131,
66ae50d9-91c9-4071-878c-1b54fe798749,ins_login_success,20240121,20240131,
c3987c93-1473-44e5-9135-1493dd12359c,ins_login_success,20240114,20240131,
c5dbb273-09a3-480f-927a-f2eec424d7be,ins_login_fail,20240127,20240131,
b8564844-1d32-41c6-b5c9-52de43f1d8eb,ins_login_success,20240108,20240131,
0de2e2f4-61d3-48a6-a040-9d190685cb32,ins_login_fail,20240118,20240131,
b901855a-2453-4ba1-a108-236c493226f3,ins_login_success,20240122,20240131,
b51c80f9-667f-44b7-ad9c-d387a74e2ee8,ins_login_success,20240117,20240131,
ff8c28fd-6f6a-401e-bf97-f7737ab6c21f,transfer_click,20240107,20240131,
a0d4056a-a047-4cf7-9c51-9dbbcb1accf2,ins_login_success,20240120,20240131,
4b24ce13-6c4c-43a1-830e-981d34040b00,ins_login_success,20240101,20240131,
fbece5da-e5d9-4d5c-b4a4-bade81b26876,ins_login_fail,20240109,20240131,
58136a02-e650-4b89-8d7f-6a3aeba5fb83,ins_login_success,20240109,20240131,
fb5beabc-77f4-4951-b46a-62d207369510,ins_login_fail,20240111,20240131,
758d3761-426b-4046-a8ce-94c1bd8725be,transfer_click,20240119,20240131,
91c3be7e-8126-4bc9-b333-9336d1e7e718,ins_login_success,20240106,20240131,
9058142f-5cf2-4c37-94d2-d9a12985150c,transfer_click,20240107,20240131,
4644a24a-c5d5-4527-b2ff-0bb176415467,ins_login_success,20240129,20240131,
ed49e94e-ae45-4141-97bc-44d1f47e112b,ins_login_success,20240115,20240131,
302d2daa-155d-4942-8ff1-fc4e35056212,transfer_click,20240120,20240131,
780b0e56-c70c-4aee-b20a-018fa4c5eafe,transfer_click,20240106,20240131,
23a613c0-16bb-456c-a3c8-9ec4653c68e9,transfer_click,20240109,20240131,
5852f1e9-607e-4f43-887d-879bbb0f69de,transfer_click,20240130,20240131,
104437f7-869c-42c7-a88b-d6c9c81ae9f7,ins_login_success,20240115,20240131,
2e35a850-3104-40cf-b546-34ba4d861b89,ins_login_success,20240126,20240131,
dae5c782-eddd-439e-a106-930bb399c47e,ins_login_success,20240122,20240131,
948e74c9-47aa-4574-97a4-d469bf147eea,ins_login_success,20240123,20240131,
a0e5a5ae-973a-4d07-ab5a-e3bf29498828,ins_login_success,20240106,20240131,
302d2daa-155d-4942-8ff1-fc4e35056212,ins_login_fail,20240107,20240131,
82fe98d0-a592-4c5d-8f99-77e0ae1f068d,ins_login_success,20240117,20240131,
e2e49bc4-b8d5-40f0-9ba2-8449fded0db8,transfer_click,20240106,20240131,
28ed945a-25e1-4432-be47-da02f3eddc3f,ins_login_fail,20240128,20240131,
bad0ca63-8ed5-43e8-9a54-aba85f25a524,ins_login_success,20240109,20240131,
d7b291fe-01bf-429b-bf97-e035dbdde38d,ins_login_success,20240127,20240131,
d7b291fe-01bf-429b-bf97-e035dbdde38d,ins_login_success,20240103,20240131,
f71e406d-25b4-4a6e-8d7a-c769aa27b443,ins_login_success,20240114,20240131,
32d5ac02-4ecf-46e2-8500-5022fa07c3be,transfer_click,20240106,20240131,
315581fd-581d-4934-8303-5a4c5867c2e1,ins_login_success,20240104,20240131,
2ca45e38-662b-493e-b92e-9dbd5b8b7b15,transfer_click,20240116,20240131,
889dbd38-11c0-404e-bea1-09bdcb6ae3dd,ins_login_fail,20240123,20240131,
827851ff-a836-4e7e-b139-9a9c93b4a590,ins_login_success,20240116,20240131,
b4b213cf-c0e0-42c1-921b-628f52c31cbd,ins_login_fail,20240123,20240131,
d4fa1a68-be84-47ab-a649-7722df22abdb,ins_login_success,20240129,20240131,
f38969b4-db17-4f25-814f-18af6393ecf2,ins_login_success,20240109,20240131,
840dc854-db42-4fa5-9134-fcaba4fbb0c6,ins_login_success,20240104,20240131,
e4689cb1-5521-4318-b37c-4f5c4f337708,ins_login_success,20240130,20240131,
0ce85ce8-404a-4224-847b-c026b6bd3889,ins_login_success,20240108,20240131,
b6dd7c66-11e7-4ae2-8826-4a83aca64a99,transfer_click,20240124,20240131,
2976a59d-ab23-43c1-b48f-251c10813692,ins_login_success,20240108,20240131,
c9cdfd90-96f4-4439-a57c-40494410a5f6,ins_login_success,20240130,20240131,
419127b6-07e5-4dda-aa43-5887e33449de,ins_login_success,20240124,20240131,
8d255a3d-c46f-4a06-8ea3-92162adf44a0,ins_login_success,20240106,20240131,
0aabe3ea-3d1b-4310-bcde-4bd1e594eb17,ins_login_success,20240108,20240131,
c2f80676-4167-40b1-a850-3270a88f86d0,ins_login_success,20240106,20240131,
b8564844-1d32-41c6-b5c9-52de43f1d8eb,ins_login_success,20240126,20240131,
96124fe3-8b15-46c0-b911-2b81b60c6cc1,ins_login_success,20240114,20240131,
948e74c9-47aa-4574-97a4-d469bf147eea,ins_login_success,20240114,20240131,
ce507258-18c2-4f1a-96d9-65ad4d0110bf,ins_login_fail,20240118,20240131,
e643fd4f-329a-49b2-9fa7-eef7f4a81e23,ins_login_success,20240113,20240131,
512beb8f-9eb5-42d9-b34f-3834723c3e23,ins_login_fail,20240115,20240131,
4d05a9ad-035f-4df5-8b5e-be9e541996a5,ins_login_success,20240103,20240131,
a98ae99f-15d7-42a3-b135-14b46bb91a41,ins_login_success,20240106,20240131,
fc3a4d25-533b-43f7-88ab-55c9b1ffadfb,ins_login_success,20240123,20240131,
b33589be-491c-48c7-831e-aa692d3080e1,ins_login_success,20240130,20240131,
a3c10d11-025d-4d3c-9b67-a6b7f2625ff7,ins_login_success,20240120,20240131,
712f5fa7-f856-4147-85a5-3ee9eb60408f,transfer_click,20240117,20240131,
c0eeedc1-339d-4cef-86b1-488d1de5714b,ins_login_success,20240120,20240131,
ef42680f-4d08-4b18-a22a-dac50e959109,transfer_click,20240116,20240131,
51b8cb23-6561-4d49-99a8-df16f7c7ec58,ins_login_success,20240106,20240131,
59e7621e-8a97-4c32-aa16-43ead2aa327b,ins_login_success,20240108,20240131,
b1e4e33e-863f-40da-a78e-2c2738412cdd,ins_login_success,20240129,20240131,
7a0bce4e-5a13-414a-9741-7ce242f0c164,ins_login_success,20240128,20240131,
c5dbb273-09a3-480f-927a-f2eec424d7be,transfer_click,20240113,20240131,
2747d054-c613-45b1-9e47-6d0585e89bac,transfer_click,20240129,20240131,
085fdbb4-d597-4b56-9dcb-48604169ccaf,ins_login_fail,20240130,20240131,
d3979e06-c71d-4ffe-bac2-2eaba24a426a,ins_login_success,20240113,20240131,
99d8d328-c889-4eea-b663-ed90b27136b1,ins_login_success,20240120,20240131,
a03eccb9-a995-4041-9a02-fa30dabc08cc,transfer_click,20240126,20240131,
c1b585f2-a473-453b-9a7c-0dce12ab99eb,ins_login_success,20240117,20240131,
ccdf5ee4-d7c6-4a21-8f1c-ce271e6adb92,ins_login_fail,20240121,20240131,
ae70b131-2fa9-4b08-a6bc-27d49ed4f4c5,ins_login_success,20240123,20240131,
dae5c782-eddd-439e-a106-930bb399c47e,transfer_click,20240122,20240131,
32d5ac02-4ecf-46e2-8500-5022fa07c3be,transfer_click,20240103,20240131,
419127b6-07e5-4dda-aa43-5887e33449de,transfer_click,20240113,20240131,
5108f53b-9f5c-419d-b80a-306892b5347c,ins_login_success,20240107,20240131,
c31388b0-4184-4ecc-bd6f-a3b26e43d94a,ins_login_success,20240120,20240131,
e79dd311-11ce-4cc4-ba47-147cce3e231e,ins_login_success,20240105,20240131,
59728d42-6092-46ab-8bba-6c1e2dcda05a,ins_login_fail,20240111,20240131,
83e75b0f-b413-4c8c-9aae-b3081f224536,ins_login_fail,20240123,20240131,
98c6181f-7ad7-409f-96f7-7aeddd00c576,ins_login_success,20240118,20240131,
3bc7f382-c11e-45a8-8a7b-c6f49c6580be,ins_login_success,20240104,20240131,
fe6c25bb-bb07-4c4d-94a3-7ad952c7ad9c,ins_login_success,20240120,20240131,
dff3941f-5362-4297-8d78-abe10cc692b4,transfer_click,20240122,20240131,
e6ecd68f-f16f-43f9-a195-fad909d165fb,ins_login_success,20240128,20240131,
2d2ae2b1-29d2-48ad-bde6-d7b087a85d48,ins_login_success,20240127,20240131,
682e2173-2d31-49ad-9eb3-43ed48c886da,ins_login_success,20240107,20240131,
651091d1-8839-4725-8110-b8c052db57df,ins_login_success,20240104,20240131,
94020c93-aabb-43ac-abd5-04fd94b20427,transfer_click,20240110,20240131,
7b701a8f-ffe6-43aa-8795-b9d0a9f286fd,ins_login_success,20240101,20240131,
4d05a9ad-035f-4df5-8b5e-be9e541996a5,ins_login_success,20240117,20240131,
7c452468-9b80-4658-953c-a675425cb982,ins_login_success,20240105,20240131,
fbbde17d-c83c-4bf5-89e7-77e963775e02,ins_login_success,20240117,20240131,
ccdf5ee4-d7c6-4a21-8f1c-ce271e6adb92,ins_login_success,20240103,20240131,
eade5c3b-5bf5-463f-9ec4-bd6fcd50ae5e,ins_login_success,20240109,20240131,
f660ad78-1609-4b73-a10a-bc0282d23052,ins_login_success,20240103,20240131,
8df43008-0a7f-407e-a95f-9abad7c7267a,ins_login_success,20240103,20240131,
c5f19294-fb27-4669-9193-fa2744339723,transfer_click,20240129,20240131,
10555f51-1d14-441f-b32a-19df3fb33301,transfer_click,20240109,20240131,
610677ea-492b-4627-97b1-62d4d784bb5a,transfer_click,20240105,20240131,
0b622c1f-2355-4509-82d9-37a91c071866,transfer_click,20240128,20240131,
5dba9d56-714f-4685-8126-8834bee7bfe2,ins_login_success,20240124,20240131,
e29fddf7-45b8-48bd-9c55-2b03aa95e9c4,ins_login_success,20240110,20240131,
a7ee5774-abbc-4cd6-a396-bc3fab9d98b5,ins_login_fail,20240115,20240131,
c809c9c5-d0d8-44db-9b6e-9208e9b50134,ins_login_success,20240125,20240131,
37ed298f-ab8a-4471-84a0-2821ef12c9bb,ins_login_success,20240112,20240131,
c6d2cda3-9b39-4356-af33-1b41429030c8,ins_login_success,20240106,20240131,
4b24ce13-6c4c-43a1-830e-981d34040b00,ins_login_success,20240107,20240131,
f4f3adfe-1b0f-4b6b-943b-e4593efea924,ins_login_success,20240107,20240131,
42107cc2-d189-47e0-8faa-2166ae9d7a7f,ins_login_success,20240123,20240131,
177dd044-a3b4-45df-a74e-b74662396bb5,ins_login_success,20240104,20240131,
2f4bde73-5d91-4e7e-8c13-d9d84197eb03,ins_login_fail,20240129,20240131,
1ac53056-d533-4051-8dd8-b5b237e4cf5a,ins_login_success,20240113,20240131,
45271b2a-6d85-4219-a5ca-c8330f4c4bc8,transfer_click,20240115,20240131,
d9fe69a3-3a94-4658-a5ff-215bf5ec12d4,ins_login_success,20240131,20240131,
1a06d5ed-c0ae-4eda-8015-a6d3538aaa22,ins_login_success,20240118,20240131,
ff8c28fd-6f6a-401e-bf97-f7737ab6c21f,ins_login_success,20240118,20240131,
08d69f3c-84c1-4e74-bf88-6e75fd635c4c,ins_login_success,20240107,20240131,
2ec40b7e-030d-46c5-a31b-b63446449252,ins_login_success,20240110,20240131,
4644a24a-c5d5-4527-b2ff-0bb176415467,ins_login_success,20240116,20240131,
c3a5346d-aee9-480c-9590-320f8e1c9994,transfer_click,20240123,20240131,
39c94437-ee2a-466a-8fcf-0eb1f4cdc347,ins_login_fail,20240126,20240131,
235b8aca-b152-4319-b686-0a956859b795,ins_login_success,20240123,20240131,
1e04abda-e084-4fe7-a8ad-b5727965b0cf,ins_login_success,20240129,20240131,
81426c6d-a840-4672-ac0a-87c44560a97b,ins_login_success,20240108,20240131,
cd179db2-bbbe-4671-a556-a63f72ae476f,ins_login_success,20240119,20240131,
7952f433-c416-4186-b9b6-7fd8005e399d,ins_login_success,20240129,20240131,
d3cc9118-3823-4fa5-8a28-0ea4c8e3bec5,transfer_click,20240111,20240131,
9e08dfb4-ae53-43c2-bb3a-1075db7c9c6a,ins_login_success,20240121,20240131,
1eb40901-385d-4105-8e45-3feaf23165c7,ins_login_fail,20240106,20240131,
0e94bf39-9315-484b-9961-bd020a308839,ins_login_success,20240129,20240131,
f63eefba-dbdb-44a2-9d7a-f5309c9426bc,transfer_click,20240124,20240131,
d99fd846-a6e9-45f2-bd73-429ddb6e531e,ins_login_success,20240124,20240131,
746e9a56-5141-4179-a433-92a7415bec82,ins_login_fail,20240110,20240131,
653c13c5-ee26-4235-a4e9-b9e98f69b5d3,transfer_click,20240119,20240131,
316f8aec-c486-44e1-95df-d6603c14e38e,ins_login_success,20240128,20240131,
7578ff56-f9ab-4cbe-b23d-72c6bb504e7c,ins_login_success,20240114,20240131,
cfe7049a-b0fd-4383-824d-e55136c5d0e7,transfer_click,20240120,20240131,
243f7fb5-2cb2-4c6d-8817-fcf413e2d0f9,ins_login_fail,20240106,20240131,
cd95433e-5ec8-4e3f-bdc1-4da51eeb07d7,ins_login_success,20240104,20240131,
712f5fa7-f856-4147-85a5-3ee9eb60408f,ins_login_success,20240126,20240131,
f88962bf-bb38-44d3-bb8e-e5753af710b6,ins_login_success,20240120,20240131,
cc8f00ed-cc16-46c4-8e83-19c0ab00bf6c,ins_login_success,20240115,20240131,
a62b972b-2c31-4d73-9907-3ed43928b6e6,ins_login_success,20240105,20240131,
bb1d6c40-1beb-42ae-9725-0373a9f890e9,ins_login_success,20240116,20240131,
17c62226-9751-40cd-94a0-12b58ef30a85,ins_login_success,20240126,20240131,
90d45bc6-921f-489d-bcea-f4fb2fc02ebb,ins_login_fail,20240107,20240131,
441bd7fa-8a45-464d-98ac-ef1b70ed9019,transfer_click,20240128,20240131,
71b3d033-5cd2-449d-828b-866f52ece411,ins_login_success,20240102,20240131,
dd09a1ba-fed7-4d59-bf96-4415be3eaf43,transfer_click,20240113,20240131,
9e08dfb4-ae53-43c2-bb3a-1075db7c9c6a,ins_login_success,20240102,20240131,
ae70b131-2fa9-4b08-a6bc-27d49ed4f4c5,ins_login_success,20240128,20240131,
c809c9c5-d0d8-44db-9b6e-9208e9b50134,transfer_click,20240126,20240131,
0e57f212-0ca3-4601-bd17-24f8e338a3dd,ins_login_success,20240130,20240131,
9118acc8-137f-40ed-8c39-8fbb17398a3f,ins_login_success,20240109,20240131,
e7fbec0d-f0b6-4c06-9753-1af043927f07,ins_login_success,20240120,20240131,
c307bf44-447f-4eff-a36c-2f3378d9e536,ins_login_success,20240105,20240131,
0d8e187d-93f6-4d5b-9935-f8e1766717cd,ins_login_fail,20240103,20240131,
21e009ed-2e25-4c65-96b2-df3612b1e38f,transfer_click,20240102,20240131,
8ecd0dba-4693-4032-9284-15a562daf1a3,ins_login_fail,20240114,20240131,
512beb8f-9eb5-42d9-b34f-3834723c3e23,transfer_click,20240126,20240131,
764dc5f5-f608-4e9f-96f0-1d7ff5066470,ins_login_fail,20240108,20240131,
6595b7c4-88c2-4250-aacd-0605882b6c3a,transfer_click,20240120,20240131,
d3979e06-c71d-4ffe-bac2-2eaba24a426a,ins_login_success,20240130,20240131,
e4f70d0f-11fa-4129-868e-94b5b521c15f,transfer_click,20240112,20240131,
32d5ac02-4ecf-46e2-8500-5022fa07c3be,ins_login_success,20240117,20240131,
00e3e525-31f4-4da7-bda0-150792ac991e,transfer_click,20240129,20240131,
dcb156a6-c08f-4a77-99b8-2fe3e526141f,ins_login_success,20240116,20240131,
3acbf895-3102-4258-a868-8b44d824d754,ins_login_fail,20240106,20240131,
46ac63e4-c429-4f45-a991-e8907ffda67b,ins_login_fail,20240106,20240131,
5fa087bc-9538-4c43-bc55-2e093d727b0a,transfer_click,20240118,20240131,
a80b6ccc-4a55-4bb4-8757-0ea64daa88f0,ins_login_fail,20240102,20240131,
1eb40901-385d-4105-8e45-3feaf23165c7,ins_login_success,20240108,20240131,
32a01e39-2a47-43eb-9337-fcd77bba2a21,ins_login_success,20240127,20240131,
6d493afa-bb0d-4ee0-866b-db68dcf6690c,ins_login_success,20240123,20240131,
f0c7d884-2c6a-4577-a52b-30548deea2e5,ins_login_success,20240114,20240131,
6021d36b-2539-4e76-9878-445f51f59602,ins_login_success,20240102,20240131,
b5a2dfb6-399e-4789-8661-868c3720ae1e,ins_login_success,20240126,20240131,
3ea3a8d1-00c2-4303-8c21-4b32a3d71c7c,ins_login_success,20240131,20240131,
e0c71e6e-36a3-4bde-b4aa-d2921fc8ade1,transfer_click,20240117,20240131,
8611601d-406e-457f-b200-9659ea5c0a3a,transfer_click,20240127,20240131,
efce2fcc-6d09-47c3-baaf-ceedb996d683,ins_login_success,20240124,20240131,
6113178d-807c-45eb-b917-dcf17685a147,ins_login_success,20240131,20240131,
7c2b334d-f336-4904-84f6-dccebd23098d,ins_login_success,20240116,20240131,
a25010ab-21d1-4fde-83c9-aa839281c944,ins_login_success,20240126,20240131,
