card_id_hktmo,client_number_hktmo,lvl_1,lvl_2,lvl_3,lvl_4,from_date
b7cd84d7-ee43-4fc1-ba8f-0df0e8df99b4,d00730a4-c9bd-4404-9ba9-9a5b24e74429,Credit,Credit Platinum,Visa,None,2024-01-01
4c326444-6aa1-45b9-80f2-5fbdf1632afe,4aad3513-f64b-44bd-8ac3-ac1dececd3d9,Credit,Debit Standard,Visa,None,2024-01-01
62dc4013-9535-4efe-a056-dcad223695ed,18cfc2e3-1f76-459f-b906-a00171b37822,Debit,Credit Signature,Visa,None,2024-01-01
b887addd-494a-4825-b030-cfccaec5b8ba,5f6992b1-746f-4cb4-9f42-bf03b550befd,Debit,Credit Signature,Visa,None,2024-01-01
93a151d3-f6a5-4ef9-a0e1-d30a727c9a45,f84c829a-59d5-4173-9905-bb0a4b7c0f7d,Credit,Debit Standard,Visa,None,2024-01-01
eb2d40d9-3ea3-47cf-94a0-f01192bd611d,0f9df711-edcd-4a06-bd1c-9e60bd02599c,Debit,Credit Signature,Visa,None,2024-01-01
7b9f5fca-4455-4936-8a69-b476f72e0293,77472f9a-123e-494f-9ad1-7495d40cca31,Debit,Credit Platinum,Visa,None,2024-01-01
5a483f9b-24c1-473f-a4f1-7c9eaf2d9246,3ec38498-8bfa-46d1-8d7e-cf549a2f5d65,Debit,Credit Gold,Visa,None,2024-01-01
c3d58c3f-16ba-41ee-8c38-728a241b5e2c,84d54a4b-b311-405b-99cc-8a27886e587b,Credit,Credit Platinum,Visa,None,2024-01-01
05a80c9c-8753-47ca-92e5-13df47ffdd49,e8bf2c92-2290-41d1-a1dd-23d4ff9aead0,Credit,Credit Platinum,Visa,None,2024-01-01
55daad31-5ac2-4b98-8816-50c9efe28b7f,efd24ac7-b48a-4377-9a9d-9a46d8266f98,Debit,Credit Gold,Visa,None,2024-01-01
3d6deb57-c9a9-4264-a6e1-0f00667145f2,745598d3-d203-4e98-811f-f90096ab6325,Debit,Debit Standard,Visa,None,2024-01-01
405816ea-0c83-46ca-a160-0e23c88a4121,e60c8913-6036-44cf-a83e-87b5056fc44e,Credit,Credit Platinum,Visa,None,2024-01-01
b6d82157-b5d0-4188-8393-25827f81a7bd,3bae383a-61a0-48b9-ac34-b3490b30a027,Debit,Credit Platinum,Visa,None,2024-01-01
b53f2d50-1909-4ab8-9694-4e3a490ba815,accbcfe8-d8d8-430b-9f9b-af1aff1c4346,Credit,Debit Standard,Visa,None,2024-01-01
311391f5-6e55-4ae5-b206-9647e71d1a74,a1a7c633-6384-493b-9efa-e7b6d2eae429,Debit,Credit Platinum,Visa,None,2024-01-01
b71f99cb-e875-4d1e-9631-a50cbb57846e,4b8dd4ce-718c-4a13-821e-3585bdfee2f4,Credit,Credit Platinum,Visa,None,2024-01-01
58f6e246-9e50-4c5e-9037-ffb4b357ea61,4c9731fe-52de-46b3-a770-a82c390faf16,Credit,Credit Signature,Visa,None,2024-01-01
9b613b98-8b51-4936-a28f-167db09171f5,5e1a7ca4-ffc1-471f-9edd-c44a245c6739,Credit,Debit Standard,Visa,None,2024-01-01
89553466-13b1-4eaf-88e4-cd76513a003f,6d4b57fe-b2e3-4d25-9b10-57d7d699d98c,Credit,Credit Platinum,Visa,None,2024-01-01
a8f77146-59d2-424d-bb01-23521350ff5a,7f4683d5-a77f-4c93-8c30-ffd00c23298d,Debit,Credit Platinum,Visa,None,2024-01-01
5ee531cc-a311-4e91-b777-674bb1149491,fc193c61-3981-4256-8e6f-5ea5468684c8,Credit,Credit Gold,Visa,None,2024-01-01
2fee4a8a-204b-41bc-b522-bd8f6635a2f7,dc60692c-960b-4477-9c73-044a54ae8c87,Debit,Credit Gold,Visa,None,2024-01-01
5aae6164-8e6e-4a68-abc0-1687b0751116,9c693015-56eb-424a-9d75-f9988f24d235,Credit,Credit Gold,Visa,None,2024-01-01
f9d1f2b1-6e1b-4cee-94a9-f9e3386d0cec,16918d78-c483-4023-9fa5-6a19b894ffd4,Credit,Credit Platinum,Visa,None,2024-01-01
ac156a6d-eddd-405d-b33d-ab8a4f582854,370a0ed2-a821-4dd5-82b9-0894b902e981,Debit,Credit Platinum,Visa,None,2024-01-01
006b81c1-7e13-4283-8a51-7ec4aefed8b4,8d41cd3b-af27-4652-8e1d-7498c251d42a,Debit,Credit Gold,Visa,None,2024-01-01
847b6933-1c3a-4ba2-bfcf-2a5ae22138fc,e1613c4a-3687-49c9-a11d-2edec5a16317,Debit,Credit Signature,Visa,None,2024-01-01
94c9dae9-1daa-40c9-b551-b0a4c4afdb08,0845bfeb-8a64-4274-9485-26da5d24efe9,Credit,Credit Signature,Visa,None,2024-01-01
d9e24065-3625-4792-857d-6837151a1e70,74706586-cca5-4d21-afd2-7ee51782d7af,Credit,Credit Signature,Visa,None,2024-01-01
0a2d7c34-7bfc-4970-b1b6-ade942af6bad,10725ceb-07c0-4825-beea-01da71c7b4b8,Debit,Credit Signature,Visa,None,2024-01-01
06c9e7c2-4aea-440d-9f57-f2bb468f40ca,2e16fa1b-786a-47b8-84b5-2d92c0109960,Credit,Debit Standard,Visa,None,2024-01-01
c9cd6b9e-becf-4f58-aea3-4ad9fba573b3,9edbe835-ddbe-4f92-a782-0808b9b805a3,Debit,Credit Gold,Visa,None,2024-01-01
8822d2ac-e41b-447c-a5f8-c318122b341b,2816d740-56ab-4771-bb1e-9ab9c272e32a,Credit,Credit Platinum,Visa,None,2024-01-01
ac2f05fb-cfba-40bd-b6df-74bafcbd2a11,2c06e9bd-d5dc-4201-9e69-2820262d4f65,Credit,Credit Gold,Visa,None,2024-01-01
0ec3b83b-7ff7-4915-880b-bca4ef055b9e,6c5add0e-da25-4253-b92f-cb2a09ea9ca6,Credit,Credit Signature,Visa,None,2024-01-01
109f8ba0-8c27-4df7-8f51-33031c91a23b,6c5add0e-da25-4253-b92f-cb2a09ea9ca6,Debit,Credit Platinum,Visa,None,2024-01-01
c9f4d90d-d69a-4ab3-88e6-69de07ceef15,b7bcd763-cba6-4d42-92de-866e73132ef1,Credit,Debit Standard,Visa,None,2024-01-01
7b852de3-c7b5-4ab0-b4c6-9abfdda2e1fc,928d1a97-82a2-476f-9fb6-32e11187075d,Debit,Credit Gold,Visa,None,2024-01-01
90f9d601-0683-4632-8acc-7c27eadb290c,ac9e829a-a85d-47df-bbb0-1aa53e243b41,Debit,Credit Platinum,Visa,None,2024-01-01
0b3a980e-0a91-4750-ac50-5e968c015680,891fba2b-dcd7-4852-b141-ef7d43a0bee3,Credit,Credit Platinum,Visa,None,2024-01-01
6f97dba6-b49e-4682-8fd0-4f9677d459e1,21ed82e2-35a7-4043-ac6c-45448922cff3,Debit,Credit Signature,Visa,None,2024-01-01
02d84d80-7c01-4138-a5d1-cdfddb3d9895,bc3c5005-5b7a-4b90-97ff-3a62b86fd967,Debit,Credit Signature,Visa,None,2024-01-01
81a530c4-2ca5-404c-ab91-9e411f031241,7b223d96-3c2b-4d71-8beb-98f7d13d8986,Credit,Credit Gold,Visa,None,2024-01-01
d09ac24c-fced-455e-9a4e-291a51f0b51c,84cd8e8c-6bb9-4d7d-9a9e-e7ce5581ed94,Debit,Debit Standard,Visa,None,2024-01-01
42153aae-5cfb-482c-997d-c0c262587805,20bb1006-e6ed-4034-953a-a071347f86ca,Debit,Credit Platinum,Visa,None,2024-01-01
7ef8e82a-7fb6-4299-8d7c-b22204c595a9,e85fc891-cce7-4042-9817-2dadf2bece11,Credit,Credit Signature,Visa,None,2024-01-01
fd879c84-7779-4f02-b7f9-24250ea67ba4,6486234e-24c7-404c-86a1-b66480c11285,Credit,Credit Gold,Visa,None,2024-01-01
c16f6567-85dd-49e5-8c68-31257c4486dd,4f80f4af-908b-40b2-ad04-a99717fe3f30,Credit,Credit Signature,Visa,None,2024-01-01
8205be14-be64-4442-845d-897c74f38cc5,d6c6ada4-3d7c-458b-8246-5a45be0d90f8,Debit,Credit Gold,Visa,None,2024-01-01
e8ddf3dc-0861-482d-9330-59f6707d874d,84fd2e95-fc65-4780-8dbc-60010eaa87c8,Debit,Credit Signature,Visa,None,2024-01-01
ef9c6418-b8d7-4009-be79-979929dee27e,35e8a709-5a2b-431d-a980-c85437ee2c45,Credit,Debit Standard,Visa,None,2024-01-01
1fec2f63-7912-4a7e-bff1-82045b5298c3,d80d950b-3ebd-4e09-bb01-a5a32ce980e5,Debit,Credit Platinum,Visa,None,2024-01-01
82a1b10f-e963-4d6b-be7a-49f8149afc69,16f186f3-d31f-46bf-a834-862a072ed865,Credit,Credit Signature,Visa,None,2024-01-01
aaaf0178-7d55-41a3-8cb7-79d3b18fe1e4,ef40016c-d62c-447d-baad-f2c4dae000f5,Credit,Credit Platinum,Visa,None,2024-01-01
b937d14a-e3f5-4efb-98ad-d83703e6a466,1ccc35e6-60cd-451b-94f2-176ae6f3a5a6,Credit,Credit Gold,Visa,None,2024-01-01
99d78805-dc28-4be4-803d-418763e9dacb,ac9e829a-a85d-47df-bbb0-1aa53e243b41,Debit,Debit Standard,Visa,None,2024-01-01
79b9fd90-4771-4e11-a90f-d96fedd82ca3,f0732299-d57e-4442-b27f-bae79d4064df,Debit,Credit Platinum,Visa,None,2024-01-01
e5405e5b-0997-43fc-a4ab-652899e44048,8581778b-db73-4431-ada4-617a728e5006,Credit,Credit Signature,Visa,None,2024-01-01
9f09c5e8-1253-40ea-bb9c-aac5afb098fe,a1a7c633-6384-493b-9efa-e7b6d2eae429,Credit,Credit Platinum,Visa,None,2024-01-01
3019d2f5-b085-4156-a937-ba67a59bdb09,5462ec37-b47d-4a3d-a0e1-d9b9eb580309,Debit,Credit Platinum,Visa,None,2024-01-01
50b812c3-f891-4635-bd60-87f05f98fb4e,f649b1a1-c14f-47d0-8030-e2d369a5ce42,Credit,Credit Gold,Visa,None,2024-01-01
27b2d36d-4ded-4b6d-9b85-a8d09897014a,25a01936-82bc-4d13-bedf-8cfaa5296f2b,Debit,Debit Standard,Visa,None,2024-01-01
852c3a2b-330a-4d4d-9b3e-33a60f66c6f8,d5d425a7-5b0d-43c4-b711-ae185e0ef2f3,Credit,Debit Standard,Visa,None,2024-01-01
5cf70f2e-fb21-4481-938d-fe3b374962e6,b155bcaf-602c-4dd3-bf54-6ff871ecb0e9,Credit,Credit Platinum,Visa,None,2024-01-01
c0e18208-29e3-4e9b-8198-366358a9d90b,6411483a-812c-47bd-bab3-4bfa008e5917,Debit,Credit Platinum,Visa,None,2024-01-01
deb5d564-a41b-4d45-bab4-0cc47931f520,3082c084-9e8c-4c4b-b3f0-721a09fa9aa1,Debit,Credit Gold,Visa,None,2024-01-01
0ec3bafa-1225-4540-a72f-e4dad74ac9b5,aada5e7b-194f-44e4-9359-a9c9fc05203f,Debit,Credit Platinum,Visa,None,2024-01-01
50c59179-886f-41b0-8148-15f910d2d6bf,8e79d58d-5688-4188-9f82-48c15192dc48,Debit,Credit Gold,Visa,None,2024-01-01
0e5c24b2-9cef-4042-85b9-a7bdcffe6b04,fea9e654-c9c4-451a-b88a-6c9de440015d,Debit,Debit Standard,Visa,None,2024-01-01
4ac35109-1745-48cc-9c5f-08300b9fe8b5,ce674a96-a98f-40ca-b650-bb243d2a4f6c,Credit,Debit Standard,Visa,None,2024-01-01
ab1c8331-6ea0-4b8e-a15c-e4160e9617a4,43d10724-79bd-4cac-a81e-f9ac6af4eb73,Credit,Credit Gold,Visa,None,2024-01-01
647ec50a-3599-4eb7-af2b-5e93ea44415c,22d72abb-5eee-4b1a-a768-9150072337c1,Debit,Credit Platinum,Visa,None,2024-01-01
bf9e4bd9-2a45-4dd3-8039-09689bc4e13a,578041da-e973-4410-981d-7cfdadd18801,Debit,Debit Standard,Visa,None,2024-01-01
258ec18a-4fb4-41cd-82fe-75ece292c73e,fde81670-ca25-4e89-ab49-fde1c84a5af8,Credit,Credit Signature,Visa,None,2024-01-01
2209f7fc-2ffe-40aa-934f-6d76e75ee3e9,a608ba8d-19d4-4c71-8efc-def2aea24ed8,Credit,Credit Gold,Visa,None,2024-01-01
a2aaabca-8b26-47d2-bda9-c56b0743da95,97e2df3a-7086-4ef6-b08f-e8c675b14f63,Debit,Debit Standard,Visa,None,2024-01-01
6a9f787e-c556-471a-ad24-ca1b01b77cce,a13321ab-e342-4e82-be61-fbfd4fe95316,Debit,Debit Standard,Visa,None,2024-01-01
60825668-0aed-4bae-a555-e474fc6a10b3,7ea7d3b5-50df-4220-8f36-ff10ea85a309,Credit,Debit Standard,Visa,None,2024-01-01
5487fb6d-446e-4c5d-b284-a3492a3bd4ec,38c605bd-0af9-4feb-b381-ec6dc4ba3546,Debit,Credit Signature,Visa,None,2024-01-01
6d8132d9-5c79-4f12-9b1e-7caac4515123,4c04312b-b6f4-4dfc-b8c6-6d61a6a736a2,Credit,Credit Signature,Visa,None,2024-01-01
7dc789a9-7b61-447b-8271-b7cf4f69d33a,8f89280c-0cb5-4800-9a03-4fc3a9d52002,Credit,Credit Signature,Visa,None,2024-01-01
97ce8a74-9890-4548-9863-54ecfe48eb29,46bee8a8-37dd-45f7-97d7-4e1dbf569765,Debit,Credit Platinum,Visa,None,2024-01-01
854a24b1-ebb8-4ea8-92f9-19d9369c3581,3cb06cdf-3769-42d3-bb1e-39f7ee0de08b,Credit,Credit Gold,Visa,None,2024-01-01
018ace32-af61-4886-abb5-a26518ade7d4,016f0ced-6bca-4e99-85ec-49c1f0f4af4b,Credit,Credit Platinum,Visa,None,2024-01-01
615a4489-90a5-4d53-8d7d-2236d23465d4,174e5864-dd88-4446-a5b3-475c5962c8ac,Credit,Credit Signature,Visa,None,2024-01-01
a5fe7166-f879-4c5c-a72c-43dabf631ffa,ca20e9cf-9c32-42d1-b66a-27500a7191c5,Debit,Credit Gold,Visa,None,2024-01-01
993af02e-aa5d-4cd2-b258-17f239cda0c4,8e29c858-bbaa-4ccb-aed6-68eb9f8c56e5,Credit,Credit Platinum,Visa,None,2024-01-01
ea4743ef-0696-46a0-a84b-a3d17f78635d,2010023b-fa7e-4851-a6ce-b40b3baddca9,Debit,Credit Platinum,Visa,None,2024-01-01
02bac2f4-aabc-4cb2-a8d1-1cc49eac3750,68b47d3c-dfb1-49bd-bbba-e4657ac35b60,Credit,Credit Platinum,Visa,None,2024-01-01
84fbef9c-ff61-46b6-9ece-255cad102ab6,a608ba8d-19d4-4c71-8efc-def2aea24ed8,Credit,Credit Signature,Visa,None,2024-01-01
9aef4514-b37f-463a-8127-2a8a84a59002,893ebbe0-ec47-4fa7-b80e-5eca2598033e,Credit,Debit Standard,Visa,None,2024-01-01
44f85c91-d9d5-4077-a580-c0e81bf84761,2ecb4fd6-d370-451a-8d95-c7679a3bde66,Credit,Credit Gold,Visa,None,2024-01-01
d3f3d0b9-f841-4d67-8e80-6d94b2838787,44837295-eba2-43f0-a956-7deab5517424,Credit,Credit Signature,Visa,None,2024-01-01
7601e018-a6e9-4d4d-a46e-7c471d676afe,a760669e-0cb1-4f97-b7ab-8bd22e0c4a24,Debit,Credit Gold,Visa,None,2024-01-01
b3047338-1eca-4468-9642-3ffb22690b55,20ddd090-e439-4fe8-9326-729c7214dd5b,Debit,Credit Signature,Visa,None,2024-01-01
838b71cd-298b-45f9-bea1-c2da988083f3,3768df86-6c29-424d-864d-fa84880eaf9c,Credit,Credit Platinum,Visa,None,2024-01-01
647c622d-c23d-4c81-a516-bbf2affa422e,2165ff34-32df-46e3-a7be-df285cd23247,Debit,Credit Platinum,Visa,None,2024-01-01
45b93993-8f3b-4779-bbd0-b5fde921f277,f0b04d54-e285-4a7e-b221-93a5dec2e9a2,Debit,Debit Standard,Visa,None,2024-01-01
4030c9c1-5de4-4123-bdba-6b733f9ad8cb,a21b8cf6-2745-4feb-874f-a7a6c53cad80,Credit,Debit Standard,Visa,None,2024-01-01
73f52260-f4eb-4887-ae6d-86875ceb4944,6e0787e2-e5ec-4af3-9122-2f72c9efd4f6,Debit,Credit Gold,Visa,None,2024-01-01
a84f4529-40c6-46cd-8858-f26db71f1ac5,70418812-689a-423f-b408-8c84e9394f31,Debit,Debit Standard,Visa,None,2024-01-01
7b128217-e1aa-4ea1-b97c-c15b6b352eaa,8cbfc2ab-f585-4806-bfd9-5e6536b6c63a,Debit,Debit Standard,Visa,None,2024-01-01
2d0364f9-6990-482a-a4e8-0d020250aa0b,e0f5f046-2e13-4230-895d-42ac6c2182c3,Debit,Credit Gold,Visa,None,2024-01-01
f1776647-3537-4cf0-9242-26d91d64c8e5,d7166440-d045-44d9-b70d-ed68f0c2b35d,Credit,Credit Signature,Visa,None,2024-01-01
0316178f-cd52-4625-a7dc-5ce9238bdb09,16f186f3-d31f-46bf-a834-862a072ed865,Debit,Debit Standard,Visa,None,2024-01-01
bbff1313-0f1c-4b3c-9ccc-24b5e79970d6,d2a66172-bb2d-4b85-b3cd-65de30722ae2,Credit,Credit Signature,Visa,None,2024-01-01
e4ab81eb-905c-433d-9369-558b632fa6ff,3c56435d-7016-41d8-b717-3f3c4de228e1,Credit,Credit Platinum,Visa,None,2024-01-01
e4c93b85-2596-4eba-a27d-809314a89a92,225ad09b-e3f7-49ad-bcdc-666587a0fdf8,Debit,Debit Standard,Visa,None,2024-01-01
a6c32a91-0039-4c2d-873b-f7526121e9b8,edf4d49f-70dd-4e55-87af-f9c104179039,Credit,Credit Platinum,Visa,None,2024-01-01
b5dbf814-0f80-4475-815a-cee71aa91511,7cfe56e3-c021-4ebf-9485-db46793e171c,Debit,Credit Platinum,Visa,None,2024-01-01
c0249d2c-8b53-4573-ba42-63c243dcefc6,bb585bfe-1005-4652-9f8e-4ec894941139,Credit,Credit Signature,Visa,None,2024-01-01
a7741147-68a3-4baf-bf72-0328b5067cb5,a654bd28-27fe-40ea-932e-0f35a583895c,Debit,Credit Gold,Visa,None,2024-01-01
97ab1659-b0da-4281-b36d-619dc2716a58,1ed22235-4a38-4d93-9b15-3fbd338fdb60,Debit,Debit Standard,Visa,None,2024-01-01
d65b1188-d160-4a5b-b429-284b5415daa3,16fb7ae6-7872-4802-8e97-fd7c2b2a1ea0,Credit,Credit Signature,Visa,None,2024-01-01
a30520c0-f03c-485c-be96-6bd908b742fb,6aa30f5e-3367-4701-856a-16683b6f91ce,Debit,Credit Gold,Visa,None,2024-01-01
6a91cee4-6513-435c-af61-009070deb490,bc74663e-9ed8-4c09-b6ac-825af873691e,Debit,Credit Platinum,Visa,None,2024-01-01
d1dd9691-1835-4eb5-9263-78648a6bb48e,d5d6cf2f-b44d-492f-949a-168b2a1277ed,Debit,Debit Standard,Visa,None,2024-01-01
e8f6fa16-2759-49db-be7a-7c3c1d1e1354,4a280457-0e4d-44f5-ac36-ad7723987e4e,Debit,Credit Platinum,Visa,None,2024-01-01
aa9c7bcb-8c1a-4c4d-83ca-5c821d5f2294,2b071949-97db-48ac-bec8-f8962e122423,Credit,Credit Platinum,Visa,None,2024-01-01
0fdf4c66-466e-4e8c-932f-e7eb9145c9b5,38901bdf-1160-484f-8ec4-15b5f2298c66,Credit,Debit Standard,Visa,None,2024-01-01
c104db9f-cebf-4bb1-8424-52d561ba9922,d4954027-7d03-407a-a129-8d81f8770d9a,Credit,Credit Gold,Visa,None,2024-01-01
9c8f5af0-9969-490e-978c-b45680b19496,dbbbcfee-73fb-4711-83d9-c36e160fe685,Debit,Credit Gold,Visa,None,2024-01-01
8e174fa9-8ca1-4295-ab79-e57bcacfa918,0ea3e9d3-a9b0-419c-87d4-0eaa11020a59,Credit,Debit Standard,Visa,None,2024-01-01
4bf32f34-1216-441a-aabc-ec1c46acdc10,e985cf9c-be8d-4acd-9db4-cca72a28e53c,Debit,Debit Standard,Visa,None,2024-01-01
8f01d6bf-2d4b-4d8f-b3c0-8e0f54a289b2,10725ceb-07c0-4825-beea-01da71c7b4b8,Debit,Credit Signature,Visa,None,2024-01-01
85d719be-da60-4f4e-b72d-b9daa2f8203e,f02275a0-3faf-47b4-9001-c313011e5a47,Debit,Credit Signature,Visa,None,2024-01-01
5931f8c8-f11b-44da-a127-767a219505d7,271a39ef-6e97-4bc6-be0c-a108504072a2,Credit,Credit Platinum,Visa,None,2024-01-01
7b879f42-e388-4c0d-aeee-e4cd7bb39a48,c347d437-e8e3-4239-8fc2-2400389f3541,Credit,Debit Standard,Visa,None,2024-01-01
82ac1177-c0c8-4e43-9496-5cbfe58ad168,ed988197-f136-41cc-82c4-a42f41ed2d11,Credit,Credit Gold,Visa,None,2024-01-01
20d0a41a-ded8-4fe9-af3b-71359062fbcb,801e8e32-6bda-4014-bb6e-40c83bde8706,Credit,Credit Platinum,Visa,None,2024-01-01
fcd34c8d-9544-4572-b796-eb2eec4a6a07,222ec225-d658-4bb0-a1b6-d1892011a5be,Debit,Credit Platinum,Visa,None,2024-01-01
74b23adb-324b-4063-b04f-5256597f4c9e,feb9877e-5e15-47ca-8dc2-4a27a8520dc3,Credit,Credit Platinum,Visa,None,2024-01-01
ca2b5196-fdfe-4af5-87cb-55eb7c25eb5e,8118621d-7e74-4469-b366-65fdc1c4f069,Credit,Credit Platinum,Visa,None,2024-01-01
cf7f020e-b386-46cf-a435-d2435be8430e,d0ad8152-9fc7-46bb-b690-b4528527d85a,Credit,Credit Gold,Visa,None,2024-01-01
f85992af-6967-4bfe-b8fe-b4f760bfb394,08af19e5-912e-42a8-a303-d199fdb7b6c1,Credit,Credit Platinum,Visa,None,2024-01-01
cb50028f-f304-4d7d-8b8d-1a4d0ca0a779,ab36d83f-4a70-4d26-9491-a18e2458e5cf,Debit,Debit Standard,Visa,None,2024-01-01
4f6a9731-294d-41ef-a7c4-06f9158edbfb,cfe7344f-4481-45be-a9ca-ecf3a133e07a,Credit,Credit Signature,Visa,None,2024-01-01
57a22db7-1358-45f6-8b70-7195eb6003ec,3b6d067b-ba45-49d3-a0a3-0f7d114ed409,Credit,Credit Gold,Visa,None,2024-01-01
857bdab8-1875-46c3-ae0c-0a07ec3b0d1f,84d54a4b-b311-405b-99cc-8a27886e587b,Credit,Debit Standard,Visa,None,2024-01-01
b46e6a67-cfd0-4d93-a408-cfd4be2c1f0f,6e0787e2-e5ec-4af3-9122-2f72c9efd4f6,Debit,Debit Standard,Visa,None,2024-01-01
f8a0d732-9525-4db8-a053-d9dbfc81ec03,eef9d108-9f33-43cd-85ce-13aa73b4fcb6,Credit,Debit Standard,Visa,None,2024-01-01
cd5ad82d-189a-4118-8f2e-e4fc973e7f66,a8eed07d-41a1-4da7-b1bb-069332b5328a,Credit,Credit Signature,Visa,None,2024-01-01
482fa14d-99c9-4a37-b421-288c9f9f766c,cce00ccd-b4f7-43b0-ab38-f8d863d79284,Credit,Credit Signature,Visa,None,2024-01-01
33754090-660e-4ad0-9bf8-4582aee8cc35,62ddcc96-c327-49d9-8e6d-c81fa14ff4c0,Debit,Credit Signature,Visa,None,2024-01-01
2c22e7af-779c-4cd9-8df8-acdefd05c952,deacd197-e3fa-45c9-a9ad-a3b8f5c77560,Debit,Debit Standard,Visa,None,2024-01-01
87276939-87ce-4604-9d24-f88d4afd4378,843053db-c7e7-4213-8610-1ee824ed949c,Credit,Credit Signature,Visa,None,2024-01-01
71f03604-c897-4ff8-8202-ffb98497141c,04bd1199-52b1-4fe6-bb26-1a6de048976e,Credit,Credit Platinum,Visa,None,2024-01-01
4ad78aa1-f861-41f2-8eab-464b359f9f5b,5aeab612-03f3-4959-9c49-da3e2adce1b4,Debit,Credit Signature,Visa,None,2024-01-01
ebba0785-4b27-4199-af51-d3c35d3771ca,8346ef71-572f-4a65-a604-045fa5014736,Debit,Credit Gold,Visa,None,2024-01-01
b140b4c6-68f8-40ef-a31e-f23e6ef95e9c,27826513-9e5a-4e23-a758-c42c832908cc,Debit,Debit Standard,Visa,None,2024-01-01
1856f888-4bc3-4e55-ac12-2edfcfc91ca5,1d0c7d90-922d-4a5a-a4fb-e54031889609,Debit,Debit Standard,Visa,None,2024-01-01
b7d177cf-9cb1-417e-a9b0-d4fba498fdd6,123864d5-172d-43f8-bedf-3eac8fa6762a,Debit,Credit Platinum,Visa,None,2024-01-01
7e7e94c9-2c4a-436a-a09f-91d6d0b0256c,3f1199ae-d985-456e-84d1-ad2abf9e22c2,Credit,Credit Signature,Visa,None,2024-01-01
d62d8927-6027-4453-abcc-c880ced7a41b,f5be083a-cdd8-424c-a4fa-184fe26cf4e0,Credit,Credit Signature,Visa,None,2024-01-01
6adfcaa5-271b-459e-a69d-815fdc944b5e,4a258f79-55f5-40a5-bce2-b633a5c0139a,Credit,Credit Gold,Visa,None,2024-01-01
5e396986-e801-420b-b188-dfc70ce00349,3ec38498-8bfa-46d1-8d7e-cf549a2f5d65,Credit,Credit Platinum,Visa,None,2024-01-01
5122583c-933f-4719-8c02-cd91966b094a,30dc1fb3-96fc-486d-a405-1e7f0232fc1a,Debit,Credit Gold,Visa,None,2024-01-01
c9975085-bc84-4c0c-9f37-b00a20a94ab0,b3f3d50a-c0f1-4807-bf2a-849c42069f45,Debit,Credit Gold,Visa,None,2024-01-01
165c5256-b79c-42f3-8cfc-f30152528901,feb9877e-5e15-47ca-8dc2-4a27a8520dc3,Debit,Debit Standard,Visa,None,2024-01-01
