doc_id,card_id_hktmo,posting_date,billing_amount,txn_typ,mcc,trans_details,merchant_id
27ba5039-9bde-40b7-aa71-c9632ef59b04,bbe3f182-f6dd-41cf-815e-bf117948b97d,20240112,4463241,Retail,5812,THANH TOAN POS,SHOPEE
3ee8a1ac-5702-4fad-bad6-548df2200b0c,0a2d7c34-7bfc-4970-b1b6-ade942af6bad,20240101,365293,Retail,5812,THANH TOAN POS,SHOPEE
77d93efb-9c75-4c3f-85e7-03d0e1db2b42,63c9f8a8-c843-4e3a-9ced-8054c758121f,20240118,2273613,Retail,5411,THANH TOAN POS,GRAB
8320e3ae-b155-4b23-bc8a-d26b8e63984f,dcbba00f-9e52-4669-ac64-1b6dba7865b5,20240118,3053204,Retail,5411,THANH TOAN POS,GRAB
1d72b23c-d500-4f4d-b0fc-4fb173e9dde9,86dfe789-2cdd-4095-be08-17f7fd2ac5c1,20240104,809234,Retail,4121,THANH TOAN POS,XANHSM
d57efa07-c7cd-4145-9d99-8e3058788bdc,7601e018-a6e9-4d4d-a46e-7c471d676afe,20240114,1613653,Retail,5411,THANH TOAN POS,GRAB
a1952847-2385-49d7-a7df-bd90a28ef787,b887addd-494a-4825-b030-cfccaec5b8ba,20240111,1376969,Retail,4121,THANH TOAN POS,GRAB
1ced4335-32f5-48cf-b15f-98f956f3fa72,86dfe789-2cdd-4095-be08-17f7fd2ac5c1,20240110,1516988,Retail,5411,THANH TOAN POS,GRAB
d93aeb1d-9c66-421c-8dc6-901df318f549,6b4429a6-9963-4e0d-b9a0-f6eddd7459aa,20240108,6330216,Retail,5411,THANH TOAN POS,GRAB
1c5f40a2-a07b-43a2-bbd7-496fd370cebb,44d8fe2f-067a-45e1-b5cf-be7fef45ef1e,20240131,3926669,Retail,5812,THANH TOAN POS,GRAB
61d64579-e61f-4ec0-8df6-00978113577b,e4f475e8-cc1a-4e42-a1a0-b8f81673f7a3,20240119,7371058,Retail,5411,THANH TOAN POS,SHOPEE
d3e292d4-e978-4e3d-a952-8760e2807102,61ce24c0-592a-4b3a-8378-2b3fd8db8c14,20240112,6485703,Retail,5812,THANH TOAN POS,SHOPEE
9eefbd15-e619-4130-ae2d-2d5f6c66482e,c59ecf22-712a-45d9-95b8-8826c07ba4c1,20240110,1376638,Retail,4121,THANH TOAN POS,GRAB
037a1a95-536e-4365-bad6-bc889cd7b6cf,2f5ecc04-d4d4-4354-b3e5-668545ac268b,20240103,4525690,Retail,5411,THANH TOAN POS,SHOPEE
a715154d-1aa1-4432-a2b1-0d3335af6f33,5c26efcd-d9ef-4da6-84c5-342cf8668a10,20240102,4233128,Retail,4121,THANH TOAN POS,GRAB
a053b6bf-b9e6-4734-9cbe-dd486c0d84b9,c9975085-bc84-4c0c-9f37-b00a20a94ab0,20240117,5314850,Retail,4121,THANH TOAN POS,SHOPEE
026e065a-71d0-4940-871c-681d88d80754,360b0561-9180-4e32-82af-549ca851cf06,20240108,8511495,Retail,5812,THANH TOAN POS,SHOPEE
1cfcc952-d0b1-4f93-b238-2d4611a459f7,c728f81e-44d1-490a-abe4-4b60e32dae18,20240120,2914094,Retail,5411,THANH TOAN POS,GRAB
f774db43-cbf2-475e-be49-bfccf84a16e1,fdd62ace-24e0-4bdc-ba9a-ff5e080c9c6e,20240127,5365596,Retail,4121,THANH TOAN POS,SHOPEE
4551c1cf-c08c-408f-bcae-a795fda34671,8e881a8b-7fcc-4c0c-a2a6-1abafe00d658,20240118,3814413,Retail,5812,THANH TOAN POS,SHOPEE
ec286b08-d2aa-4a34-87e9-b74f68fb0b1c,018ace32-af61-4886-abb5-a26518ade7d4,20240120,8921629,Retail,5411,THANH TOAN POS,GRAB
79ee017d-9cdc-45bd-8222-f422d156c676,a5d6e754-b419-4fab-a8fb-bbadb0279474,20240131,2483230,Retail,5411,THANH TOAN POS,GRAB
8d7ee604-42e9-4840-8aa0-36f2c66b28c3,82043a16-f7a9-48da-8bf7-eca38232f89b,20240104,3163663,Retail,5812,THANH TOAN POS,XANHSM
62adcfb0-21e6-42ee-9e0c-c1f17cbb1243,e812d404-ba10-45c7-92df-903e9861bbfe,20240112,4783470,Retail,5411,THANH TOAN POS,SHOPEE
b8c2d722-e493-420e-b1e5-ac37d8ef5eaa,a85f86f5-44fa-4280-90e1-0f1db7fc661d,20240122,3342305,Retail,5812,THANH TOAN POS,SHOPEE
4c4ace27-a586-48d2-987b-2b9784cc7eb3,e9f8d628-3203-4821-af64-65667e5fb350,20240129,7671225,Retail,5411,THANH TOAN POS,GRAB
4bb6d024-7d77-4256-b91a-7a088cf74635,109eb6d7-489b-4e9f-96f8-36b85e155d85,20240113,8530535,Retail,5812,THANH TOAN POS,XANHSM
6e8a88b9-dfa3-41dc-bffa-a27ea5d7f355,7e0eb68c-8622-43f0-8308-bc15506e08c1,20240114,5263780,Retail,5411,THANH TOAN POS,XANHSM
fe970ccb-210b-4625-97f9-2c3d87690312,35c1b6ec-853c-4562-ae68-44696de12e96,20240112,3278558,Retail,4121,THANH TOAN POS,GRAB
76d1d993-8894-421d-abd7-e6a3d34856b6,8bff5dde-09d6-403a-80f1-4313f5392c9e,20240127,6530275,Retail,4121,THANH TOAN POS,GRAB
07b882aa-be93-4318-bca1-1b20fd860bd2,29f0e875-f97f-4968-b5ba-1a6723083b53,20240123,4302258,Retail,5411,THANH TOAN POS,XANHSM
623047be-1a2d-4004-9976-19442d7ebcaa,9a58257b-2674-4b3f-bfd9-baacb484206e,20240120,6108739,Retail,5812,THANH TOAN POS,XANHSM
719e9381-9df9-4106-b661-47ac865c4476,07b8a2a4-7672-4603-a976-5325f1740975,20240105,6795204,Retail,4121,THANH TOAN POS,SHOPEE
2cd8b09a-ee52-4ddc-b0b8-d279cb5a3218,8205be14-be64-4442-845d-897c74f38cc5,20240111,7694864,Retail,5812,THANH TOAN POS,XANHSM
313471ba-9431-4ee1-aea2-76c35d57c003,f9dca421-6c71-4852-a5d2-3e70f648e1a2,20240111,6222219,Retail,4121,THANH TOAN POS,XANHSM
1f7e2430-5f5c-4bc8-bf13-b9ee84ac1afd,ec4f015f-7f31-430f-801e-47dcd85e26cc,20240108,6157718,Retail,5411,THANH TOAN POS,GRAB
55f575c6-63ee-4f02-a2c5-4eb84d715e26,578d3bf1-bb50-4e0e-be3c-76e0cd58df8c,20240122,9886766,Retail,4121,THANH TOAN POS,SHOPEE
dfeb4427-1325-460e-92c4-74798771b52b,74b23adb-324b-4063-b04f-5256597f4c9e,20240116,2740961,Retail,4121,THANH TOAN POS,GRAB
ca4faec3-8eff-4b71-b98d-444434cfd798,51a2dab2-d2b6-4d9c-afd8-e78d2dc10e46,20240104,4778234,Retail,4121,THANH TOAN POS,SHOPEE
eb272664-6452-43b7-b4f4-c5c6df7a8c36,2778c309-3293-4afe-920e-966be257fa10,20240131,2784094,Retail,5411,THANH TOAN POS,SHOPEE
6be585e9-38e2-4dc7-9226-86059bdaa6d1,62f14c4e-f4bd-4508-8f44-728ca7c84f6f,20240115,8775745,Retail,5812,THANH TOAN POS,GRAB
984447b1-70de-428d-85c0-83657643c817,4f3a9b3b-c3be-42ef-bcff-a6bae2e8f48a,20240116,8670399,Retail,5411,THANH TOAN POS,GRAB
90618fa9-45e0-46e2-b787-ad703678b24a,ea1099e7-0641-4466-a4c0-482ed30484ea,20240108,552468,Retail,5411,THANH TOAN POS,XANHSM
bbae824f-71ff-45a8-8386-3faff7f4f8dd,8d598e0b-64c8-4913-a974-6bd26b780e34,20240115,6901817,Retail,5411,THANH TOAN POS,GRAB
93a3d2f4-6dd0-4f62-8603-b5b3e9166703,02c0a4da-e74f-447b-b1f3-8ac028bba995,20240119,9309623,Retail,5411,THANH TOAN POS,SHOPEE
7efdd81c-c865-4615-b3ab-18b37c0fe779,fea4c13a-1d06-4102-8671-cad52d5e7ebd,20240118,8273217,Retail,5411,THANH TOAN POS,XANHSM
47c08675-6c69-4c60-ab34-ee7a9a675289,a6c69f6c-8267-40a5-943e-e7527d26dc18,20240101,6607449,Retail,5812,THANH TOAN POS,SHOPEE
495d9a33-2965-4fa8-9260-bed86c65e811,62b4fdeb-43db-4c45-87f2-974c9bf7a380,20240131,3182283,Retail,5411,THANH TOAN POS,SHOPEE
ae32a729-730b-4ae1-9602-708e05b96316,37d40981-96ac-45f5-af7c-96d38503ad93,20240117,4753205,Retail,5812,THANH TOAN POS,SHOPEE
0807dc2f-39fa-4a7f-8fa1-7af4cacb17fe,fe3ea723-e63c-42d4-b6b6-5df771202cac,20240130,414011,Retail,4121,THANH TOAN POS,SHOPEE
b648ffa6-804b-4595-857e-69513941488a,6e7b64bc-c296-418b-9217-38cb37243086,20240128,2422583,Retail,4121,THANH TOAN POS,GRAB
ae6dbabe-b3fa-41b5-9a22-698e02a3ab3d,a87e979a-d7b9-4fc1-b1e2-bdc8210c9916,20240118,9409837,Retail,4121,THANH TOAN POS,GRAB
082f7beb-bbb9-4ad9-82d0-d6e351e4b2e2,3513e66a-2284-4c85-b8a3-ec9212f46efd,20240112,4956700,Retail,5411,THANH TOAN POS,XANHSM
a03cb4d2-a077-4b37-aa53-0f779f527c44,b19d8ccf-8a1d-44de-9cc2-69764060d685,20240113,1643844,Retail,5411,THANH TOAN POS,XANHSM
8d696ccb-a49d-4ebd-996b-a29a82e3ed13,b26ab2d0-8559-4bab-adf8-fb303ae3e678,20240109,6488107,Retail,5812,THANH TOAN POS,GRAB
0f64236f-8e94-4787-ac62-2a499abe279c,bd0910ce-0c6d-451f-942f-668b10a54a2a,20240115,1401953,Retail,5812,THANH TOAN POS,XANHSM
de0b77bf-4e94-4844-8486-3b0124c4cfc3,384bf64a-cc91-4038-9a27-7af0e5790b16,20240126,4905521,Retail,5411,THANH TOAN POS,GRAB
3d209330-a662-42e2-991f-d4b9f62fb090,28fd6d81-6bb8-4083-9e15-75f13f5a658c,20240128,8443421,Retail,5411,THANH TOAN POS,XANHSM
dbf28e2b-edb9-4d93-9274-4ed9f35d5bbd,1b859f88-98b5-438b-b1ef-56019689a7f8,20240101,6691196,Retail,5812,THANH TOAN POS,XANHSM
fb3b182f-7e2e-42ed-aa9d-a277ef9813b4,041dcba5-67f6-4c15-b0c2-f82c5c7cf167,20240104,6189495,Retail,5812,THANH TOAN POS,GRAB
9c6dfdd1-9632-4bc7-85dd-fe19327dcc5d,983af4e1-06ef-4916-b163-7f016c48a2f0,20240122,7667441,Retail,4121,THANH TOAN POS,XANHSM
8218fabb-7783-42b5-94c1-b6f67db6158c,08062cd3-b182-411e-8ecd-f96631ca3cc7,20240124,8047479,Retail,5411,THANH TOAN POS,XANHSM
a796ff11-fbf7-44d7-a94e-884d2c8481d8,49dc22ba-e1e1-4937-a9b5-9d1af5a62482,20240106,6184739,Retail,4121,THANH TOAN POS,XANHSM
a910c10a-f311-478a-b954-09a0723d1629,b5180cc8-9a47-4799-b0e8-c97dc13631cf,20240103,7252488,Retail,4121,THANH TOAN POS,SHOPEE
3640de0b-5590-4518-bd60-1fe016fb7e48,e14e9551-512b-44b5-81c1-ce3b29361849,20240127,2689443,Retail,5812,THANH TOAN POS,GRAB
523a51da-e0ed-40fd-b7e9-10e40f54639c,b7003b9b-c9dc-4deb-88f6-20aa98d30690,20240107,7031674,Retail,4121,THANH TOAN POS,XANHSM
46e49c76-2121-4917-9bf2-8afed3338dec,e3b496d7-201e-432d-a65a-5e6085dad570,20240106,1199312,Retail,5812,THANH TOAN POS,GRAB
1329c501-291e-4ddb-9fe2-f56bcb20a0fa,765cbfcf-53ae-4fa5-9dba-044f4e74a3a6,20240127,5087954,Retail,4121,THANH TOAN POS,GRAB
d28b5b46-9233-49fe-9354-742282d6ab79,993af02e-aa5d-4cd2-b258-17f239cda0c4,20240117,8512855,Retail,5411,THANH TOAN POS,SHOPEE
22720cbb-9dea-42f4-83d6-c6492b1db89a,366cbb9b-1abb-407e-b1c5-57894d95089f,20240103,4496896,Retail,5411,THANH TOAN POS,SHOPEE
c5b6d4b2-4007-4885-93bb-30e1836de16a,5450ba60-6544-4bcf-befa-dac10731bf5f,20240121,2933288,Retail,4121,THANH TOAN POS,GRAB
1632c10a-9b62-4b67-8b3c-bccc7c4c3093,790c9274-98e1-4919-95da-82a2ec4d1760,20240118,6145164,Retail,5812,THANH TOAN POS,XANHSM
8b094b01-f0d9-4319-a757-b957c8ac8dec,45df4ab0-4397-4b29-8ddc-6ff523a7835a,20240101,1595060,Retail,5812,THANH TOAN POS,GRAB
82e5f98f-0c88-49e7-929d-e57d6d18ef4f,1a98cb08-4eda-46d5-a58f-4f058af3bfe8,20240110,2388209,Retail,4121,THANH TOAN POS,GRAB
c468ccca-b1e4-4852-a89a-5af064ebc9d0,8111134b-99ba-4268-a0c1-2d2dec8ad883,20240120,2568875,Retail,5411,THANH TOAN POS,SHOPEE
de6c51d0-4109-4dca-a91f-f2eaa04697ae,eeb8fe10-9a61-4235-b71e-58806b8f27c1,20240112,3706040,Retail,5411,THANH TOAN POS,XANHSM
6c540917-d975-41c9-9808-bdfcb9dd7c78,a2aaabca-8b26-47d2-bda9-c56b0743da95,20240116,4323535,Retail,5812,THANH TOAN POS,SHOPEE
50b9a974-6270-4a59-8cb8-c7569aa26649,a449ab61-b986-4d0b-9e99-69bbea268c2e,20240123,8200773,Retail,5812,THANH TOAN POS,XANHSM
526d8a12-842a-4535-91f3-1e45a7a31b04,d8990e5c-8c15-4aea-a367-2bf6ecfc3274,20240117,2815459,Retail,5812,THANH TOAN POS,GRAB
5e34f2fa-0296-46b6-8d44-8970afc4dfa2,334f8c4d-a41b-4749-8721-ddadad6d8a8c,20240123,5499268,Retail,5411,THANH TOAN POS,GRAB
2d96be4a-7652-403e-8437-8c5937c00137,65d21b38-953c-4a79-81e5-a1f27873787d,20240117,2629651,Retail,4121,THANH TOAN POS,XANHSM
658d259c-4a01-477f-83b6-093be73c4c48,87298097-c483-43eb-a31c-6d5720234adf,20240115,2556747,Retail,5812,THANH TOAN POS,GRAB
2aa44fea-06c4-4ad6-a583-31dd1a17c9c4,e114a17e-a0db-442b-978a-f4db94df0890,20240121,3846494,Retail,5411,THANH TOAN POS,XANHSM
fc020e4c-b6c8-4b14-9dbb-cfc02e01e494,838b71cd-298b-45f9-bea1-c2da988083f3,20240127,268688,Retail,5812,THANH TOAN POS,GRAB
441369d2-ce9b-4023-9d7a-3755433928b0,f21a7cad-aa38-4c85-bbc1-29c381a8096c,20240116,7151330,Retail,5411,THANH TOAN POS,GRAB
c85f3f94-8a03-4aa5-bdfe-29c85f01ddc6,5931f8c8-f11b-44da-a127-767a219505d7,20240105,141242,Retail,5812,THANH TOAN POS,SHOPEE
4d1c8bd8-d5df-4723-b0b7-b35433f05a8a,63c5c1aa-4d76-49db-bf54-03f2c33a38ea,20240118,3467000,Retail,4121,THANH TOAN POS,SHOPEE
71b9bf37-ee33-4662-9100-5767c406a5d7,8dc1347a-a2bd-4ab2-bc9a-a52483a3ee00,20240121,2708332,Retail,5411,THANH TOAN POS,GRAB
cbea824a-dbfd-457e-99e6-8ec96e61942c,2965089e-798f-490d-8d63-c4e7159037fb,20240106,9874049,Retail,5812,THANH TOAN POS,XANHSM
93e8ba7b-2831-4360-b559-96330f0890ef,17bb6f0c-e203-4780-858a-c5c1cfeea641,20240119,6200926,Retail,4121,THANH TOAN POS,GRAB
84c176bb-22fc-4be4-a97d-0501b700f298,1c378d46-e237-4073-a544-3576dafcc456,20240117,1085686,Retail,5411,THANH TOAN POS,XANHSM
aea9c124-1fb0-4e22-b9fb-b349ba2f13b3,2351154d-32d4-4b22-9f92-a2425ffdc6c3,20240115,9456567,Retail,4121,THANH TOAN POS,XANHSM
439f9db2-be02-4aea-ae1a-da059864532d,34d37443-b7b6-4f17-babf-3cb1a72e425d,20240118,2352999,Retail,5411,THANH TOAN POS,GRAB
8375208b-3eb7-45ad-871a-d642d57986e5,30e91996-131b-4137-9897-09a3ca78a08b,20240106,8062161,Retail,5812,THANH TOAN POS,GRAB
9fcbd073-4f55-48f5-b269-30c113824b2a,4030c9c1-5de4-4123-bdba-6b733f9ad8cb,20240103,9963734,Retail,5812,THANH TOAN POS,GRAB
e9fc4489-446b-4ca7-be00-5385ebe325d8,ed314095-a43d-4ffe-9f08-20cebcdad575,20240119,9809604,Retail,5812,THANH TOAN POS,GRAB
b64ccef6-af6d-4d01-a990-77bfdf1397e4,c5f34171-a6f2-4b63-abe8-143fd8fcf1b8,20240101,7873078,Retail,4121,THANH TOAN POS,SHOPEE
c78c86d7-eca0-4168-bffd-93b67e6733ef,45770a4d-5f6a-46a3-9d38-3cbe19518838,20240122,9997638,Retail,5411,THANH TOAN POS,SHOPEE
b1c75155-f459-4a21-a208-64cdafa4e123,85c3573c-2036-4796-97a9-006e415ecb3c,20240111,1869660,Retail,5411,THANH TOAN POS,GRAB
c8fbe516-51d4-46f5-8cb2-fe91732f8768,bf831efd-ae1a-4825-b25b-fdcc18486b8d,20240120,7626671,Retail,5411,THANH TOAN POS,SHOPEE
1b778d15-8081-4ba8-bdbf-a93c83fb2189,5aae6164-8e6e-4a68-abc0-1687b0751116,20240103,6135103,Retail,5812,THANH TOAN POS,SHOPEE
3cae9e84-921d-4862-9d5f-d451bc755809,eb7569ad-10e6-431a-bb46-8adf2c8ea87b,20240105,7443602,Retail,5411,THANH TOAN POS,XANHSM
d1b3d546-2d47-4d66-8ea9-0c6c21b304f4,a7b1de2f-5965-41ee-9530-e8dfb494206d,20240120,2431667,Retail,5411,THANH TOAN POS,XANHSM
79055e56-1349-4b67-8c65-ad8a7efc31fb,93fbe717-3615-4e24-b1f9-4a4253702a31,20240111,9084649,Retail,4121,THANH TOAN POS,SHOPEE
82857f88-febb-498e-a44e-9ae3a7ef57ae,d410cf81-7ece-4c2f-8cd2-2e0e13504c73,20240118,1737023,Retail,5812,THANH TOAN POS,SHOPEE
d62d66a7-a021-46ae-b82c-36235caa2c69,7f93c36a-7fe2-4df3-bf1c-25e92946e60f,20240109,1318803,Retail,4121,THANH TOAN POS,XANHSM
10a3228e-beac-4397-b39a-8a466b5a8a02,7d82c0aa-8daa-4524-bd4a-07bf93121a9c,20240128,8954484,Retail,5411,THANH TOAN POS,XANHSM
d84ca6bf-e52f-480f-8fe5-6eadae615499,b45ed36a-18cd-4a7d-8f73-d09ad5fbe95d,20240107,7439681,Retail,4121,THANH TOAN POS,GRAB
0b28286a-7a6a-4b4e-b2ea-b4da2f09cd40,c9845b1f-f23d-449d-a542-f377e5c2fe0e,20240104,6037950,Retail,5812,THANH TOAN POS,GRAB
2e13f151-2828-4503-8c44-a262dfc02921,fe3ea723-e63c-42d4-b6b6-5df771202cac,20240104,7393060,Retail,4121,THANH TOAN POS,GRAB
363962d0-067a-42f6-85a3-50207c643782,49dc22ba-e1e1-4937-a9b5-9d1af5a62482,20240116,143881,Retail,5812,THANH TOAN POS,XANHSM
fca92bc4-d2a3-4be4-a15a-6a5b48b6fe54,7385f0db-3fbc-4c50-b846-b4c4082b6b6e,20240127,8490943,Retail,4121,THANH TOAN POS,XANHSM
fa82ddc9-b6ef-4df5-b144-e8cb2e934d40,ed94c020-f39e-4b85-8b04-4d4e9af316c5,20240121,552969,Retail,4121,THANH TOAN POS,XANHSM
36e504e7-1baf-4004-b8a6-e491cbb65fd8,bb67975b-c993-42c2-b64b-1c99a7911f2e,20240127,5179673,Retail,5812,THANH TOAN POS,XANHSM
f9e1c641-8d46-4319-bbb3-8c04713b7e6f,fd95bbd2-fe7b-4938-9f8b-b7bd82bb9bbc,20240115,362946,Retail,5812,THANH TOAN POS,SHOPEE
5f253248-07ff-4925-a2f8-65fffda45a6b,c9fdea38-f77c-4958-ae15-4f722cf53042,20240120,7544762,Retail,5812,THANH TOAN POS,XANHSM
870821a4-b443-425f-94ca-8fc76db8de7a,e7a3eac0-b9ef-4b09-8f52-0a96973fc161,20240117,2782450,Retail,4121,THANH TOAN POS,XANHSM
bd1b1047-bc64-43e4-87ef-8fd06610ca54,f4c5cc8a-d041-40b9-80b4-17aaf0524b4a,20240104,4479504,Retail,5411,THANH TOAN POS,GRAB
e4e9953f-aa0b-453e-96e4-9e0975db870f,ba2eefc4-6e0a-4b44-98b3-0df1187051e1,20240128,9851332,Retail,4121,THANH TOAN POS,GRAB
ff20fe0d-50b0-45cd-84aa-f485d230198c,47218db9-1866-4a55-99d8-bd8482451735,20240110,7538402,Retail,4121,THANH TOAN POS,SHOPEE
9df63ffd-1672-48aa-a75f-4252b6314dee,06c9e7c2-4aea-440d-9f57-f2bb468f40ca,20240110,1170531,Retail,5411,THANH TOAN POS,XANHSM
f589345f-8f4f-4940-bd32-ad23d29046dd,11fba684-8620-4c29-8d52-d4009b80685b,20240121,9531658,Retail,4121,THANH TOAN POS,GRAB
56ca00ef-4e9d-441c-a6bc-20b044670ef2,647ec50a-3599-4eb7-af2b-5e93ea44415c,20240122,4751893,Retail,5411,THANH TOAN POS,XANHSM
1d513666-769c-418f-aa39-52b33838eab8,8e96939e-76c4-4b4d-8f39-6b05594277b2,20240123,8366016,Retail,5812,THANH TOAN POS,SHOPEE
2a4080b0-ea4d-45b4-9c8b-48ec5c0bd3fb,f8bab669-5bc3-4bb3-b2ec-b2b6eb287671,20240118,1336389,Retail,4121,THANH TOAN POS,SHOPEE
756d99f4-5d7b-46b0-b34c-96cae89527dc,b71f99cb-e875-4d1e-9631-a50cbb57846e,20240117,1155188,Retail,4121,THANH TOAN POS,GRAB
b0b2a0b4-991c-4e15-9825-11b227cf3796,f6f536d6-2062-4f16-aec1-2ba8ed64e269,20240105,2673154,Retail,5812,THANH TOAN POS,GRAB
2bcff8bf-2b23-4905-b7c3-d23648310b89,e3aad3ff-2024-4509-be3d-93edf4719093,20240106,345837,Retail,5812,THANH TOAN POS,XANHSM
11665b0c-a422-499e-9852-920cfaca2c8a,59994437-c2f8-4dcc-a684-fe35c1020b6e,20240111,6150702,Retail,5812,THANH TOAN POS,SHOPEE
07b607df-2738-4623-8e1b-6fc291bed15a,a2a01638-838e-43a2-b68d-69e31cf351b2,20240128,1835005,Retail,5411,THANH TOAN POS,XANHSM
5370a2cc-95e5-4e01-a039-372c9abd5f45,5b9f1dc2-25a1-4f7a-8119-d8d2fcad8164,20240131,9468557,Retail,5812,THANH TOAN POS,XANHSM
111120c1-47de-4b19-9bb5-cef2ec56524d,9dbad84a-3645-4e22-b8c7-a6fee0b5dbca,20240121,9967103,Retail,5812,THANH TOAN POS,GRAB
2be0e6ac-31f1-4f46-910b-f838c9c13c62,f8e57d18-0f00-43ed-819a-a37c6439aa85,20240104,9203844,Retail,5812,THANH TOAN POS,XANHSM
f95b2b34-8fe5-447f-93ed-42b42d97c7a5,52e71a10-c4e8-492e-be44-cb5a22428f0e,20240102,2691222,Retail,5411,THANH TOAN POS,SHOPEE
1b878310-5826-47e4-b93d-6179d8583817,4a736c43-9b6d-4ea8-8e36-74cabd44941f,20240103,4360534,Retail,5812,THANH TOAN POS,GRAB
fe1ed5ed-6616-4525-b2df-c7087cd7ff95,82023b70-dc47-4865-af4f-9cadb5b255d0,20240129,3497397,Retail,5411,THANH TOAN POS,XANHSM
e59f7e74-03ae-46b0-899b-704c0a4abb46,b28a9272-67fd-4fa7-8ab2-53571da1828a,20240118,3971853,Retail,5812,THANH TOAN POS,XANHSM
2f5128e6-3b97-43e0-bd54-9d02fa380be0,4a7c78ea-206a-44bd-a429-31083d69b013,20240126,8247237,Retail,5812,THANH TOAN POS,XANHSM
1e0b4aba-527c-47f0-bb76-85d48dc82277,eb7569ad-10e6-431a-bb46-8adf2c8ea87b,20240114,3808931,Retail,4121,THANH TOAN POS,GRAB
bb3e8059-4e94-465e-8c61-63a6eb320978,e3aad3ff-2024-4509-be3d-93edf4719093,20240131,9039797,Retail,4121,THANH TOAN POS,GRAB
fc06ccf8-043a-48d7-a661-5f7cd5531f47,d22445ee-0d98-438d-b6be-456f755ad639,20240111,676457,Retail,5411,THANH TOAN POS,SHOPEE
137bc617-3925-432e-91b6-985a27320b93,eadcfaac-e46b-4733-bedb-7f8e8da673b4,20240105,4138766,Retail,4121,THANH TOAN POS,XANHSM
df1ea1c4-098d-4a69-9250-08cf5f0c28e7,e3aad3ff-2024-4509-be3d-93edf4719093,20240104,125618,Retail,5812,THANH TOAN POS,XANHSM
076b20dd-b264-45b8-b972-f8984b15fa70,10396f40-6be2-4a9a-b05f-66af0a5cfbfe,20240101,3613583,Retail,5812,THANH TOAN POS,SHOPEE
379e7620-d4ba-477b-863f-a0eb372df04b,c8662e11-113e-4e68-a2e2-6d4f185e66de,20240125,3201708,Retail,4121,THANH TOAN POS,GRAB
5fce2426-d9c6-4ac9-b67f-7533f2787e06,1743e9b3-46e0-4029-b872-f9fcad59cdaa,20240115,7346080,Retail,4121,THANH TOAN POS,GRAB
dd4b42bf-7752-4e80-b567-39185134dbd0,63c9f8a8-c843-4e3a-9ced-8054c758121f,20240111,4812446,Retail,5812,THANH TOAN POS,SHOPEE
de36d6e3-df18-4526-9c58-fdbfb2b22f5a,2965089e-798f-490d-8d63-c4e7159037fb,20240131,3993007,Retail,4121,THANH TOAN POS,SHOPEE
78d8f945-ab40-436a-a5eb-f9121389dabf,b7fd6148-c86a-4832-9fe8-d93f7d134150,20240123,5655753,Retail,5812,THANH TOAN POS,XANHSM
