card_id_hktmo,client_number_hktmo,lvl_1,lvl_2,lvl_3,lvl_4,from_date
CARD_0045,CIF_1045,Credit,Credit Infinite,Visa,UUTIEN Customer,2025-12-23
CARD_0046,CIF_1046,Debit,Debit Classic,Visa,None,2025-09-12
CARD_0047,CIF_1047,Credit,Credit Signature Privilege,Visa,UUTIEN Customer,2025-09-08
CARD_0048,CIF_1048,Debit,Debit Privilege Signature,Visa,Privilege Customer,2025-10-09
CARD_0049,CIF_1049,Debit,Debit Classic,Visa,UUTIEN Customer,2025-09-22
CARD_0050,CIF_1050,Debit,Debit Lotusmiles Virtual,Visa,UUTIEN Customer,2025-01-28
CARD_0051,CIF_1051,Debit,Debit Privilege Signature,Visa,UUTIEN Customer,2025-09-01
CARD_0052,CIF_1052,Debit,Debit Digi,Visa,UUTIEN Customer,2025-07-26
CARD_0053,CIF_1053,Credit,Credit Infinite,Visa,None,2025-03-13
CARD_0054,CIF_1054,Credit,Credit Signature Privilege,Visa,Privilege Customer,2025-11-29
CARD_0055,CIF_1055,Credit,Credit Platinum Cashback,Visa,None,2025-04-24
CARD_0056,CIF_1056,Credit,Credit Signature Privilege,Visa,Privilege Customer,2025-04-14
CARD_0057,CIF_1057,Credit,Credit Platinum Cashback,Visa,UUTIEN Customer,2025-02-14
CARD_0058,CIF_1058,Credit,Credit Signature Privilege,Visa,None,2025-11-08
CARD_0059,CIF_1059,Credit,Credit Signature Privilege,Visa,Privilege Customer,2025-09-29
CARD_0060,CIF_1060,Credit,Credit Gold,Visa,None,2025-10-27
CARD_0061,CIF_1061,Credit,Credit Infinite,Visa,None,2025-02-23
CARD_0062,CIF_1062,Debit,Debit Privilege Signature,Visa,UUTIEN Customer,2025-02-13
CARD_0063,CIF_1063,Credit,Credit Gold,Visa,UUTIEN Customer,2025-09-13
CARD_0064,CIF_1064,Debit,Debit Lotusmiles Virtual,Visa,None,2025-01-21
CARD_0065,CIF_1065,Debit,Debit Privilege Signature,Visa,None,2025-09-15
CARD_0066,CIF_1066,Credit,Credit Gold,Visa,None,2025-11-06
CARD_0067,CIF_1067,Debit,Debit Classic,Visa,Privilege Customer,2025-06-04
CARD_0068,CIF_1068,Credit,Credit Infinite,Visa,Privilege Customer,2025-08-30
CARD_0069,CIF_1069,Credit,Credit Signature Privilege,Visa,None,2025-11-01
CARD_0070,CIF_1070,Credit,Credit Gold,Visa,None,2025-07-26
CARD_0071,CIF_1071,Credit,Credit Gold,Visa,None,2025-08-21
CARD_0072,CIF_1072,Credit,Credit Platinum Cashback,Visa,UUTIEN Customer,2025-09-02
CARD_0073,CIF_1073,Credit,Credit Gold,Visa,UUTIEN Customer,2025-10-17
CARD_0074,CIF_1074,Credit,Credit Signature Privilege,Visa,None,2025-12-07
CARD_0075,CIF_1075,Credit,Credit Platinum Cashback,Visa,UUTIEN Customer,2025-02-05
CARD_0076,CIF_1076,Debit,Debit Lotusmiles Virtual,Visa,Privilege Customer,2025-06-20
CARD_0077,CIF_1077,Debit,Debit Lotusmiles Virtual,Visa,UUTIEN Customer,2025-11-17
CARD_0078,CIF_1078,Credit,Credit Platinum Cashback,Visa,UUTIEN Customer,2025-03-07
CARD_0079,CIF_1079,Debit,Debit Digi,Visa,None,2025-02-15
CARD_0080,CIF_1080,Debit,Debit Lotusmiles Virtual,Visa,None,2025-07-26
CARD_0081,CIF_1081,Debit,Debit Privilege Signature,Visa,Privilege Customer,2025-06-26
CARD_0082,CIF_1082,Credit,Credit Infinite,Visa,None,2025-01-16
CARD_0083,CIF_1083,Credit,Credit Gold,Visa,Privilege Customer,2025-02-19
CARD_0084,CIF_1084,Debit,Debit Privilege Signature,Visa,Privilege Customer,2025-01-16
CARD_0085,CIF_1085,Debit,Debit Classic,Visa,Privilege Customer,2025-05-11
CARD_0086,CIF_1086,Credit,Credit Infinite,Visa,None,2025-01-04
CARD_0087,CIF_1087,Credit,Credit Infinite,Visa,UUTIEN Customer,2025-11-29
CARD_0088,CIF_1088,Credit,Credit Platinum Cashback,Visa,Privilege Customer,2025-03-25
CARD_0089,CIF_1089,Credit,Credit Gold,Visa,UUTIEN Customer,2025-11-17
CARD_0090,CIF_1090,Credit,Credit Signature Privilege,Visa,UUTIEN Customer,2025-01-12
CARD_0091,CIF_1091,Credit,Credit Signature Privilege,Visa,None,2025-02-07
CARD_0092,CIF_1092,Debit,Debit Privilege Signature,Visa,UUTIEN Customer,2025-08-22
CARD_0093,CIF_1093,Credit,Credit Platinum Cashback,Visa,Privilege Customer,2025-08-19
CARD_0094,CIF_1094,Credit,Credit Gold,Visa,UUTIEN Customer,2025-12-06
CARD_0095,CIF_1095,Credit,Credit Gold,Visa,None,2025-11-26
CARD_0096,CIF_1096,Debit,Debit Privilege Signature,Visa,None,2025-08-06
CARD_0097,CIF_1097,Debit,Debit Digi,Visa,Privilege Customer,2025-10-11
CARD_0098,CIF_1098,Credit,Credit Platinum Cashback,Visa,Privilege Customer,2025-06-13
CARD_0099,CIF_1099,Debit,Debit Classic,Visa,None,2025-05-17
CARD_0100,CIF_1100,Credit,Credit Signature Privilege,Visa,UUTIEN Customer,2025-10-08
CARD_0101,CIF_1101,Debit,Debit Privilege Signature,Visa,UUTIEN Customer,2025-03-14
CARD_0102,CIF_1102,Credit,Credit Infinite,Visa,UUTIEN Customer,2025-11-22
CARD_0103,CIF_1103,Credit,Credit Signature Privilege,Visa,None,2025-05-08
CARD_0104,CIF_1104,Debit,Debit Privilege Signature,Visa,None,2025-08-27
CARD_0105,CIF_1105,Debit,Debit Digi,Visa,UUTIEN Customer,2025-08-21
CARD_0106,CIF_1106,Debit,Debit Digi,Visa,None,2025-01-10
CARD_0107,CIF_1107,Credit,Credit Infinite,Visa,Privilege Customer,2025-03-23
CARD_0108,CIF_1108,Credit,Credit Platinum Cashback,Visa,Privilege Customer,2025-07-31
CARD_0109,CIF_1109,Debit,Debit Digi,Visa,None,2025-11-03
CARD_0110,CIF_1110,Credit,Credit Platinum Cashback,Visa,Privilege Customer,2025-08-14
CARD_0111,CIF_1111,Debit,Debit Privilege Signature,Visa,Privilege Customer,2025-07-12
CARD_0112,CIF_1112,Debit,Debit Digi,Visa,None,2025-12-03
CARD_0113,CIF_1113,Credit,Credit Platinum Cashback,Visa,None,2025-04-21
CARD_0114,CIF_1114,Credit,Credit Platinum Cashback,Visa,UUTIEN Customer,2025-04-19
CARD_0115,CIF_1115,Credit,Credit Signature Privilege,Visa,None,2025-05-23
CARD_0116,CIF_1116,Credit,Credit Infinite,Visa,Privilege Customer,2025-09-09
CARD_0117,CIF_1117,Debit,Debit Lotusmiles Virtual,Visa,UUTIEN Customer,2025-10-19
CARD_0118,CIF_1118,Debit,Debit Lotusmiles Virtual,Visa,UUTIEN Customer,2025-01-23
CARD_0119,CIF_1119,Credit,Credit Infinite,Visa,UUTIEN Customer,2025-08-06
CARD_0120,CIF_1120,Credit,Credit Platinum Cashback,Visa,None,2025-06-19
CARD_0121,CIF_1121,Credit,Credit Gold,Visa,Privilege Customer,2025-04-16
CARD_0122,CIF_1122,Credit,Credit Signature Privilege,Visa,None,2025-06-04
CARD_0123,CIF_1123,Credit,Credit Signature Privilege,Visa,Privilege Customer,2025-05-24
CARD_0124,CIF_1124,Debit,Debit Digi,Visa,None,2025-10-21
CARD_0125,CIF_1125,Credit,Credit Infinite,Visa,UUTIEN Customer,2025-04-28
CARD_0126,CIF_1126,Credit,Credit Signature Privilege,Visa,UUTIEN Customer,2025-05-03
CARD_0127,CIF_1127,Credit,Credit Infinite,Visa,None,2025-09-29
CARD_0128,CIF_1128,Debit,Debit Digi,Visa,None,2025-06-29
CARD_0129,CIF_1129,Credit,Credit Gold,Visa,None,2025-09-22
CARD_0130,CIF_1130,Debit,Debit Digi,Visa,None,2025-04-21
CARD_0131,CIF_1131,Debit,Debit Lotusmiles Virtual,Visa,UUTIEN Customer,2025-12-30
CARD_0132,CIF_1132,Debit,Debit Lotusmiles Virtual,Visa,UUTIEN Customer,2025-08-21
CARD_0133,CIF_1133,Credit,Credit Gold,Visa,UUTIEN Customer,2025-11-09
CARD_0134,CIF_1134,Debit,Debit Privilege Signature,Visa,UUTIEN Customer,2025-06-01
CARD_0135,CIF_1135,Debit,Debit Lotusmiles Virtual,Visa,Privilege Customer,2025-03-20
CARD_0136,CIF_1136,Credit,Credit Signature Privilege,Visa,UUTIEN Customer,2025-08-21
CARD_0137,CIF_1137,Credit,Credit Platinum Cashback,Visa,None,2025-12-02
CARD_0138,CIF_1138,Credit,Credit Gold,Visa,Privilege Customer,2025-04-11
CARD_0139,CIF_1139,Debit,Debit Digi,Visa,UUTIEN Customer,2025-06-15
CARD_0140,CIF_1140,Debit,Debit Classic,Visa,UUTIEN Customer,2025-12-19
CARD_0141,CIF_1141,Credit,Credit Signature Privilege,Visa,Privilege Customer,2025-06-08
CARD_0142,CIF_1142,Credit,Credit Platinum Cashback,Visa,UUTIEN Customer,2025-01-25
CARD_0143,CIF_1143,Credit,Credit Infinite,Visa,Privilege Customer,2025-06-22
CARD_0144,CIF_1144,Credit,Credit Signature Privilege,Visa,Privilege Customer,2025-12-14
CARD_0145,CIF_1145,Debit,Debit Digi,Visa,Privilege Customer,2025-07-23
CARD_0146,CIF_1146,Debit,Debit Classic,Visa,UUTIEN Customer,2025-09-08
CARD_0147,CIF_1147,Debit,Debit Classic,Visa,UUTIEN Customer,2025-08-02
CARD_0148,CIF_1148,Credit,Credit Infinite,Visa,UUTIEN Customer,2025-01-01
CARD_0149,CIF_1149,Debit,Debit Digi,Visa,None,2025-07-13
CARD_0150,CIF_1150,Debit,Debit Classic,Visa,None,2025-03-08
CARD_0151,CIF_1151,Debit,Debit Privilege Signature,Visa,UUTIEN Customer,2025-02-14
CARD_0152,CIF_1152,Debit,Debit Privilege Signature,Visa,UUTIEN Customer,2025-04-05
CARD_0153,CIF_1153,Credit,Credit Gold,Visa,None,2025-08-07
CARD_0154,CIF_1154,Debit,Debit Classic,Visa,None,2025-05-04
CARD_0155,CIF_1155,Debit,Debit Privilege Signature,Visa,UUTIEN Customer,2025-07-30
CARD_0156,CIF_1156,Credit,Credit Signature Privilege,Visa,None,2025-07-11
CARD_0157,CIF_1157,Debit,Debit Lotusmiles Virtual,Visa,None,2025-04-30
CARD_0158,CIF_1158,Credit,Credit Infinite,Visa,UUTIEN Customer,2025-09-27
CARD_0159,CIF_1159,Credit,Credit Signature Privilege,Visa,Privilege Customer,2025-05-02
CARD_0160,CIF_1160,Debit,Debit Digi,Visa,UUTIEN Customer,2025-09-08
CARD_0161,CIF_1161,Debit,Debit Digi,Visa,None,2025-12-15
CARD_0162,CIF_1162,Credit,Credit Platinum Cashback,Visa,Privilege Customer,2025-07-03
CARD_0163,CIF_1163,Debit,Debit Digi,Visa,Privilege Customer,2025-11-01
CARD_0164,CIF_1164,Credit,Credit Platinum Cashback,Visa,Privilege Customer,2025-05-10
CARD_0165,CIF_1165,Credit,Credit Platinum Cashback,Visa,None,2025-11-21
CARD_0166,CIF_1166,Credit,Credit Gold,Visa,None,2025-01-31
CARD_0167,CIF_1167,Credit,Credit Gold,Visa,None,2025-02-01
CARD_0168,CIF_1168,Credit,Credit Signature Privilege,Visa,UUTIEN Customer,2025-04-22
CARD_0169,CIF_1169,Credit,Credit Signature Privilege,Visa,None,2025-07-10
CARD_0170,CIF_1170,Debit,Debit Privilege Signature,Visa,None,2025-06-19
CARD_0171,CIF_1171,Credit,Credit Signature Privilege,Visa,UUTIEN Customer,2025-12-12
CARD_0172,CIF_1172,Debit,Debit Lotusmiles Virtual,Visa,Privilege Customer,2025-12-06
CARD_0173,CIF_1173,Credit,Credit Infinite,Visa,Privilege Customer,2025-07-30
CARD_0174,CIF_1174,Debit,Debit Digi,Visa,None,2025-10-02
CARD_0175,CIF_1175,Credit,Credit Gold,Visa,None,2025-09-23
CARD_0176,CIF_1176,Credit,Credit Gold,Visa,UUTIEN Customer,2025-10-15
CARD_0177,CIF_1177,Credit,Credit Gold,Visa,Privilege Customer,2025-09-19
CARD_0178,CIF_1178,Credit,Credit Gold,Visa,UUTIEN Customer,2025-02-20
CARD_0179,CIF_1179,Credit,Credit Gold,Visa,None,2025-06-06
CARD_0180,CIF_1180,Credit,Credit Infinite,Visa,UUTIEN Customer,2025-01-14
CARD_0181,CIF_1181,Debit,Debit Digi,Visa,Privilege Customer,2025-04-14
CARD_0182,CIF_1182,Debit,Debit Lotusmiles Virtual,Visa,Privilege Customer,2025-02-07
CARD_0183,CIF_1183,Debit,Debit Lotusmiles Virtual,Visa,Privilege Customer,2025-11-18
CARD_0184,CIF_1184,Debit,Debit Lotusmiles Virtual,Visa,Privilege Customer,2025-06-21
CARD_0185,CIF_1185,Credit,Credit Signature Privilege,Visa,Privilege Customer,2025-07-04
CARD_0186,CIF_1186,Debit,Debit Privilege Signature,Visa,Privilege Customer,2025-03-30
CARD_0187,CIF_1187,Debit,Debit Lotusmiles Virtual,Visa,None,2025-12-20
CARD_0188,CIF_1188,Credit,Credit Gold,Visa,UUTIEN Customer,2025-12-06
CARD_0189,CIF_1189,Debit,Debit Digi,Visa,None,2025-05-15
CARD_0190,CIF_1190,Credit,Credit Platinum Cashback,Visa,Privilege Customer,2025-07-02
CARD_0191,CIF_1191,Credit,Credit Gold,Visa,UUTIEN Customer,2025-08-06
CARD_0192,CIF_1192,Debit,Debit Digi,Visa,Privilege Customer,2025-06-16
CARD_0193,CIF_1193,Debit,Debit Classic,Visa,Privilege Customer,2025-01-27
CARD_0194,CIF_1194,Credit,Credit Gold,Visa,Privilege Customer,2025-04-07
CARD_0195,CIF_1195,Debit,Debit Lotusmiles Virtual,Visa,Privilege Customer,2025-03-24
CARD_0196,CIF_1196,Credit,Credit Gold,Visa,None,2025-10-08
CARD_0197,CIF_1197,Debit,Debit Digi,Visa,None,2025-03-15
CARD_0198,CIF_1198,Credit,Credit Infinite,Visa,None,2025-10-01
CARD_0199,CIF_1199,Debit,Debit Privilege Signature,Visa,None,2025-04-25
CARD_0200,CIF_1200,Debit,Debit Classic,Visa,UUTIEN Customer,2025-11-27
CARD_0201,CIF_1201,Credit,Credit Gold,Visa,None,2025-07-29
CARD_0202,CIF_1202,Credit,Credit Platinum Cashback,Visa,UUTIEN Customer,2025-03-08
CARD_0203,CIF_1203,Debit,Debit Privilege Signature,Visa,None,2025-09-04
CARD_0204,CIF_1204,Credit,Credit Infinite,Visa,Privilege Customer,2025-11-14
CARD_0205,CIF_1205,Credit,Credit Signature Privilege,Visa,Privilege Customer,2025-02-12
CARD_0206,CIF_1206,Debit,Debit Privilege Signature,Visa,UUTIEN Customer,2025-04-17
CARD_0207,CIF_1207,Debit,Debit Privilege Signature,Visa,UUTIEN Customer,2025-10-21
CARD_0208,CIF_1208,Credit,Credit Gold,Visa,None,2025-08-02
CARD_0209,CIF_1209,Debit,Debit Classic,Visa,None,2025-01-02
CARD_0210,CIF_1210,Credit,Credit Gold,Visa,None,2025-03-09
CARD_0211,CIF_1211,Debit,Debit Classic,Visa,Privilege Customer,2025-06-17
CARD_0212,CIF_1212,Debit,Debit Classic,Visa,None,2025-11-16
CARD_0213,CIF_1213,Debit,Debit Digi,Visa,None,2025-06-06
CARD_0214,CIF_1214,Credit,Credit Gold,Visa,Privilege Customer,2025-03-07
CARD_0215,CIF_1215,Credit,Credit Gold,Visa,UUTIEN Customer,2025-07-01
CARD_0216,CIF_1216,Debit,Debit Digi,Visa,UUTIEN Customer,2025-04-22
CARD_0217,CIF_1217,Credit,Credit Signature Privilege,Visa,Privilege Customer,2025-08-18
CARD_0218,CIF_1218,Debit,Debit Classic,Visa,Privilege Customer,2025-01-08
CARD_0219,CIF_1219,Debit,Debit Classic,Visa,UUTIEN Customer,2025-02-16
CARD_0220,CIF_1220,Debit,Debit Classic,Visa,Privilege Customer,2025-05-13
CARD_0221,CIF_1221,Credit,Credit Gold,Visa,Privilege Customer,2025-06-22
CARD_0222,CIF_1222,Debit,Debit Digi,Visa,Privilege Customer,2025-04-13
CARD_0223,CIF_1223,Credit,Credit Infinite,Visa,UUTIEN Customer,2025-10-19
CARD_0224,CIF_1224,Credit,Credit Infinite,Visa,None,2025-01-25
CARD_0225,CIF_1225,Debit,Debit Digi,Visa,Privilege Customer,2025-03-19
CARD_0226,CIF_1226,Debit,Debit Digi,Visa,None,2025-10-16
CARD_0227,CIF_1227,Credit,Credit Infinite,Visa,Privilege Customer,2025-04-09
CARD_0228,CIF_1228,Debit,Debit Digi,Visa,None,2025-09-29
CARD_0229,CIF_1229,Debit,Debit Privilege Signature,Visa,UUTIEN Customer,2025-03-03
CARD_0230,CIF_1230,Debit,Debit Lotusmiles Virtual,Visa,UUTIEN Customer,2025-04-22
CARD_0231,CIF_1231,Debit,Debit Lotusmiles Virtual,Visa,Privilege Customer,2025-11-07
CARD_0232,CIF_1232,Credit,Credit Signature Privilege,Visa,Privilege Customer,2025-04-13
CARD_0233,CIF_1233,Debit,Debit Digi,Visa,UUTIEN Customer,2025-12-13
CARD_0234,CIF_1234,Credit,Credit Infinite,Visa,None,2025-09-04
CARD_0235,CIF_1235,Debit,Debit Lotusmiles Virtual,Visa,UUTIEN Customer,2025-08-09
CARD_0236,CIF_1236,Debit,Debit Lotusmiles Virtual,Visa,None,2025-02-02
CARD_0237,CIF_1237,Debit,Debit Classic,Visa,Privilege Customer,2025-02-03
CARD_0238,CIF_1238,Debit,Debit Classic,Visa,None,2025-07-10
CARD_0239,CIF_1239,Debit,Debit Privilege Signature,Visa,UUTIEN Customer,2025-07-05
CARD_0240,CIF_1240,Debit,Debit Lotusmiles Virtual,Visa,Privilege Customer,2025-12-14
CARD_0241,CIF_1241,Debit,Debit Classic,Visa,Privilege Customer,2025-01-26
CARD_0242,CIF_1242,Credit,Credit Gold,Visa,Privilege Customer,2025-02-12
CARD_0243,CIF_1243,Credit,Credit Gold,Visa,None,2025-03-26
CARD_0244,CIF_1244,Debit,Debit Privilege Signature,Visa,None,2025-11-06
CARD_0245,CIF_1245,Credit,Credit Signature Privilege,Visa,None,2025-11-26
CARD_0246,CIF_1246,Debit,Debit Digi,Visa,None,2025-01-19
CARD_0247,CIF_1247,Credit,Credit Gold,Visa,None,2025-05-05
CARD_0248,CIF_1248,Debit,Debit Privilege Signature,Visa,None,2025-08-12
CARD_0249,CIF_1249,Credit,Credit Infinite,Visa,UUTIEN Customer,2025-07-27
CARD_0250,CIF_1250,Debit,Debit Digi,Visa,UUTIEN Customer,2025-02-06
CARD_0251,CIF_1251,Debit,Debit Classic,Visa,None,2025-12-31
CARD_0252,CIF_1252,Debit,Debit Digi,Visa,Privilege Customer,2025-07-03
CARD_0253,CIF_1253,Credit,Credit Infinite,Visa,Privilege Customer,2025-06-15
CARD_0254,CIF_1254,Credit,Credit Gold,Visa,UUTIEN Customer,2025-06-09
CARD_0255,CIF_1255,Debit,Debit Lotusmiles Virtual,Visa,UUTIEN Customer,2025-09-18
CARD_0256,CIF_1256,Credit,Credit Infinite,Visa,None,2025-07-22
CARD_0257,CIF_1257,Credit,Credit Infinite,Visa,Privilege Customer,2025-10-26
CARD_0258,CIF_1258,Debit,Debit Privilege Signature,Visa,None,2025-01-06
CARD_0259,CIF_1259,Debit,Debit Classic,Visa,Privilege Customer,2025-08-12
CARD_0260,CIF_1260,Debit,Debit Digi,Visa,None,2025-01-25
CARD_0261,CIF_1261,Debit,Debit Classic,Visa,None,2025-10-02
CARD_0262,CIF_1262,Debit,Debit Classic,Visa,Privilege Customer,2025-09-06
CARD_0263,CIF_1263,Credit,Credit Infinite,Visa,Privilege Customer,2025-02-26
CARD_0264,CIF_1264,Debit,Debit Classic,Visa,UUTIEN Customer,2025-03-17
CARD_0265,CIF_1265,Debit,Debit Classic,Visa,None,2025-04-20
CARD_0266,CIF_1266,Debit,Debit Lotusmiles Virtual,Visa,None,2025-09-04
CARD_0267,CIF_1267,Credit,Credit Infinite,Visa,UUTIEN Customer,2025-03-31
CARD_0268,CIF_1268,Debit,Debit Digi,Visa,UUTIEN Customer,2025-01-20
CARD_0269,CIF_1269,Credit,Credit Platinum Cashback,Visa,UUTIEN Customer,2025-09-11
CARD_0270,CIF_1270,Debit,Debit Lotusmiles Virtual,Visa,Privilege Customer,2025-09-09
CARD_0271,CIF_1271,Debit,Debit Classic,Visa,UUTIEN Customer,2025-07-04
CARD_0272,CIF_1272,Debit,Debit Classic,Visa,None,2025-09-19
CARD_0273,CIF_1273,Debit,Debit Lotusmiles Virtual,Visa,None,2025-03-16
CARD_0274,CIF_1274,Debit,Debit Digi,Visa,None,2025-12-11
CARD_0275,CIF_1275,Debit,Debit Classic,Visa,UUTIEN Customer,2025-03-22
CARD_0276,CIF_1276,Credit,Credit Gold,Visa,UUTIEN Customer,2025-02-10
CARD_0277,CIF_1277,Debit,Debit Privilege Signature,Visa,UUTIEN Customer,2025-06-27
CARD_0278,CIF_1278,Debit,Debit Lotusmiles Virtual,Visa,Privilege Customer,2025-01-20
CARD_0279,CIF_1279,Credit,Credit Signature Privilege,Visa,None,2025-07-16
CARD_0280,CIF_1280,Debit,Debit Digi,Visa,Privilege Customer,2025-04-16
CARD_0281,CIF_1281,Debit,Debit Privilege Signature,Visa,None,2025-02-11
CARD_0282,CIF_1282,Debit,Debit Classic,Visa,UUTIEN Customer,2025-09-30
CARD_0283,CIF_1283,Credit,Credit Platinum Cashback,Visa,UUTIEN Customer,2025-03-28
CARD_0284,CIF_1284,Debit,Debit Classic,Visa,UUTIEN Customer,2025-05-28
CARD_0285,CIF_1285,Debit,Debit Lotusmiles Virtual,Visa,None,2025-05-28
CARD_0286,CIF_1286,Credit,Credit Platinum Cashback,Visa,None,2025-06-01
CARD_0287,CIF_1287,Credit,Credit Signature Privilege,Visa,Privilege Customer,2025-12-25
CARD_0288,CIF_1288,Credit,Credit Platinum Cashback,Visa,UUTIEN Customer,2025-03-11
CARD_0289,CIF_1289,Debit,Debit Classic,Visa,Privilege Customer,2025-03-15
CARD_0290,CIF_1290,Debit,Debit Privilege Signature,Visa,Privilege Customer,2025-08-20
CARD_0291,CIF_1291,Credit,Credit Signature Privilege,Visa,UUTIEN Customer,2025-06-08
CARD_0292,CIF_1292,Credit,Credit Platinum Cashback,Visa,None,2025-04-02
CARD_0293,CIF_1293,Debit,Debit Privilege Signature,Visa,UUTIEN Customer,2025-11-04
CARD_0294,CIF_1294,Credit,Credit Signature Privilege,Visa,Privilege Customer,2025-10-30
CARD_0295,CIF_1295,Credit,Credit Infinite,Visa,UUTIEN Customer,2025-07-23
CARD_0296,CIF_1296,Credit,Credit Infinite,Visa,UUTIEN Customer,2025-01-28
CARD_0297,CIF_1297,Credit,Credit Infinite,Visa,None,2025-01-11
CARD_0298,CIF_1298,Credit,Credit Infinite,Visa,UUTIEN Customer,2025-05-22
CARD_0299,CIF_1299,Debit,Debit Lotusmiles Virtual,Visa,None,2025-01-18
CARD_0300,CIF_1300,Credit,Credit Signature Privilege,Visa,Privilege Customer,2025-01-27
CARD_0301,CIF_1301,Credit,Credit Platinum Cashback,Visa,None,2025-02-11
CARD_0302,CIF_1302,Debit,Debit Privilege Signature,Visa,UUTIEN Customer,2025-02-25
CARD_0303,CIF_1303,Debit,Debit Lotusmiles Virtual,Visa,Privilege Customer,2025-08-10
CARD_0304,CIF_1304,Credit,Credit Infinite,Visa,UUTIEN Customer,2025-11-25
CARD_0305,CIF_1305,Debit,Debit Digi,Visa,None,2025-03-23
CARD_0306,CIF_1306,Debit,Debit Lotusmiles Virtual,Visa,Privilege Customer,2025-05-16
CARD_0307,CIF_1307,Debit,Debit Digi,Visa,Privilege Customer,2025-04-06
